Customer,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
ZW71731,89284,133,4,62,2,1
ZC24631,67267,89,31,10,0,2
YR34689,79270,95,28,61,3,2
RT65829,36692,109,1,6,1,1
BZ12077,0,119,0,37,0,1
WM65373,0,107,3,65,0,3
NH35059,0,105,3,92,0,1
QD38160,0,135,8,14,0,1
BM15160,44624,71,10,79,1,2
VY79030,0,71,1,23,0,2
EV19512,19614,85,21,32,0,2
TE13577,0,64,31,53,0,1
WY97929,83846,74,22,94,3,2
YG20683,51159,72,4,61,0,1
FK75497,83772,62,13,76,0,1
NE60110,66839,154,33,24,0,1
TN36521,88440,70,19,30,0,2
HG33568,25666,63,7,30,2,2
TW17878,52926,61,2,92,0,1
ZO83562,0,67,16,90,0,1
CH97539,40001,70,26,7,0,2
CV29889,0,70,24,10,0,1
MO33320,18024,65,13,1,0,3
QZ81258,0,68,19,2,3,2
NY56352,23220,74,3,73,0,1
EA27048,64125,108,3,44,0,3
UT38865,58042,62,14,88,0,2
QC89139,90034,112,5,86,0,1
LA14484,27972,61,7,38,0,1
HN57556,0,65,6,45,0,2
CV31235,50989,80,3,11,0,1
WR45726,11885,101,18,39,0,2
LB25094,89451,63,11,2,0,1
KW56110,0,182,3,56,0,2
XO36233,78904,109,10,38,0,9
ZX86243,70247,83,13,19,1,1
DW29763,32653,67,4,25,0,9
CT83377,93595,97,15,30,4,1
OQ90898,90279,115,7,64,0,2
GO77248,0,72,3,56,0,3
QW33258,53310,189,26,33,3,1
OU79745,0,105,5,42,0,5
VZ79886,22234,160,0,92,0,3
FI92440,91375,99,22,89,0,2
YG85980,22250,86,10,36,0,3
QM74621,0,80,9,69,0,7
EI71732,0,84,18,25,1,4
VN79010,51179,71,10,25,0,2
FI61723,38667,72,8,67,0,1
OH55411,79487,114,20,87,0,1
TF10720,67763,107,28,10,2,9
NW30838,0,62,8,81,2,6
CB58476,0,71,5,20,0,5
WI69346,71943,112,8,51,0,4
FS76657,53526,68,27,69,0,4
YX89016,35005,295,14,46,0,2
PK28821,24721,67,3,76,0,1
MB51200,0,102,29,72,2,2
XG44587,88997,72,9,71,0,3
FG91922,48587,111,7,14,0,2
OM99303,76310,67,1,33,0,1
RV67546,73205,92,9,18,0,1
UJ79253,51056,78,27,86,0,2
PN98247,58414,210,7,24,2,1
IB67546,23940,107,13,34,0,7
OE19087,0,62,26,18,0,1
CM95716,44216,71,24,36,0,2
MW62634,27972,61,7,38,0,1
QW67581,0,69,27,48,0,9
SN16059,29305,66,1,38,0,1
OE51254,53882,69,14,33,0,1
RM42344,91757,69,29,58,1,1
GB35238,33906,64,25,49,0,2
ML82674,68158,139,28,87,1,4
EI85244,0,134,24,86,3,5
DE28132,42165,123,22,66,0,1
TV25678,0,101,24,11,0,1
TY26512,30817,88,25,43,0,1
OB69153,68074,65,12,62,0,1
AB31813,0,131,20,59,0,2
XN41715,71135,92,11,64,1,3
QR15857,0,61,30,35,0,3
FL69363,37722,116,8,23,0,8
IS30295,0,139,5,56,0,2
GR62267,44705,71,21,63,0,6
NL59519,64642,96,3,79,0,2
ZU93025,50071,71,3,32,0,1
DK94262,46754,106,5,70,1,9
UQ30615,64801,64,23,19,0,2
OR40060,70410,83,25,13,0,1
DK32872,66957,131,31,4,1,1
FA46418,24213,78,11,28,1,2
ST96866,0,101,1,83,4,1
KI75855,79751,63,15,67,0,1
ND41876,86122,182,33,54,1,1
PN21042,82297,116,5,62,0,1
FF22360,82210,68,33,46,4,1
AL46984,43259,73,12,18,0,2
JP58047,0,79,7,72,0,2
ZE85014,25064,62,17,34,0,1
KU88219,25816,119,18,63,0,1
UU98729,0,73,14,74,0,8
WS82822,41662,69,27,73,0,6
YB49933,96170,92,8,86,0,1
XC16387,46072,64,0,61,0,4
XJ96748,37931,99,8,31,0,2
TM98684,35127,62,9,21,0,5
NM39588,72450,66,21,58,0,1
DM74502,93087,131,14,25,3,1
FT56968,22398,67,23,76,2,1
OX36896,92983,87,9,77,1,2
BZ65376,27689,239,0,72,2,1
LN34660,69654,118,10,50,0,7
JC29295,80744,111,15,19,0,2
KJ87930,0,112,13,59,0,1
XT36360,0,64,7,5,1,2
IX35050,76358,66,25,3,0,2
UN97379,18608,71,13,24,0,1
MR57294,73168,70,21,50,0,3
LK74984,21190,65,24,68,2,1
DX31066,94041,66,14,11,0,1
GL20444,91474,113,9,99,0,2
SP58110,61469,63,16,65,5,3
XM91635,16618,62,0,40,0,1
TV82603,48081,188,31,12,0,5
BB82067,67632,121,0,44,0,4
JP94676,34115,119,6,73,0,6
VU53417,23051,99,31,86,0,1
IW54795,23748,99,0,24,0,2
RN78170,40589,69,23,68,0,2
IX55883,50809,83,29,58,0,2
XM72420,66676,97,0,40,0,1
GC15104,52339,70,7,55,3,2
RX13282,14973,115,2,75,0,2
QA85890,0,83,2,47,0,4
IR62668,31546,65,4,83,0,9
AL96740,67763,73,17,69,1,1
QC55306,83170,97,0,53,0,2
VO78441,19464,84,10,94,1,1
JH62891,66943,65,33,10,1,7
FI20423,81872,115,10,55,0,2
XF57481,50450,90,11,68,0,2
YV67971,21342,62,34,72,0,3
QD31377,34621,108,21,32,1,8
YG10247,62396,64,13,18,0,2
FE73696,97212,93,28,61,0,1
SW19699,49648,70,0,23,0,1
QJ40732,97984,61,1,36,1,5
HM76207,26308,114,10,30,0,3
NT59303,63528,256,15,23,0,1
PU41393,20225,114,27,64,1,6
QO86948,0,112,3,84,0,7
QN10888,87620,64,3,15,0,2
VY19543,0,72,22,79,0,2
XC15133,34990,65,23,73,0,1
ST43550,99934,71,9,12,0,3
YT69858,85702,67,9,74,0,6
JX68983,94648,69,19,64,0,1
HX78576,24516,71,11,23,0,8
ZQ11381,61063,85,21,4,0,2
ON39271,0,74,27,91,0,1
SB18278,0,64,23,71,0,6
ZT30559,15169,63,34,15,0,3
XI41106,55390,71,34,29,0,2
ZS88847,27592,62,6,29,0,1
KR48903,88264,62,8,34,0,1
KR62797,83297,113,6,28,0,1
ZJ73220,0,188,35,82,0,7
FY62633,0,90,21,21,0,2
CU36986,55897,104,33,5,0,1
WZ53904,21297,71,26,56,0,1
AA71604,87560,98,4,86,1,2
TD10493,0,96,5,7,4,1
LY97989,0,85,3,53,0,1
VX39856,89398,86,5,57,0,1
TP51897,36843,68,12,11,3,1
QQ89253,0,134,23,16,0,4
EI91403,34946,65,30,63,0,1
QG15435,75680,78,27,6,0,6
FZ55002,0,69,23,13,0,7
KU29408,37722,116,8,23,0,8
UN37063,10269,65,12,5,0,3
VB87946,49714,63,29,64,3,4
AB60627,77517,129,19,20,0,2
TA34903,81082,73,5,85,0,4
AQ51368,72540,88,7,3,0,2
NZ26102,0,65,8,58,0,1
GB45753,61546,68,4,27,0,3
BV79904,44818,67,25,41,1,2
OB49075,17622,65,1,36,1,3
DS97676,0,72,14,24,0,1
JO63462,79797,84,27,46,0,1
WZ40465,36234,63,0,44,0,5
RS24501,28919,173,5,88,0,3
VT78274,0,68,6,93,0,8
SU56153,63568,65,19,5,0,2
MN20737,73935,64,13,29,1,1
KL43114,0,66,15,56,0,3
YQ15567,18846,115,16,84,0,3
TR88637,38893,103,19,40,0,9
TC88986,0,153,25,5,0,1
XX88577,84824,196,7,4,0,9
NE49052,20068,86,8,28,0,3
KX17826,0,125,21,34,0,1
CC91503,0,135,32,61,0,8
WH32183,97245,70,29,29,0,2
ES90681,51808,61,3,12,1,1
DW96592,71391,67,29,39,0,2
MT23134,0,73,17,44,0,7
BM69081,0,100,5,54,0,7
MB90871,23496,77,17,88,0,8
QR15221,22562,65,4,81,0,1
QL77686,23986,119,31,3,0,1
ON77827,22974,71,0,8,0,1
KP18988,0,101,21,35,0,2
TI92884,61844,106,19,74,0,2
JH73503,24804,73,19,98,0,2
YE97964,27760,104,13,71,0,2
VA30351,74454,71,25,29,0,3
PV55726,29462,107,28,23,1,1
UC88305,52266,68,14,98,0,1
TS53809,0,70,18,99,0,2
ZV32120,23599,103,20,46,0,1
FB80807,36088,72,16,31,0,9
AS55677,70534,104,31,71,0,3
WA15684,27398,125,4,71,1,2
SA50567,85296,68,15,47,0,6
KJ31611,31063,92,20,19,0,2
VL37375,0,92,8,28,0,3
KN21017,52367,81,25,64,0,1
PX44289,58651,71,6,95,0,3
AM97901,84831,192,13,37,0,2
RE42925,49088,114,17,87,1,2
TR81766,70263,93,30,66,0,5
CH85057,45354,285,5,51,0,1
UP71482,0,63,11,73,0,2
EG40670,28334,83,3,44,0,7
HV83672,38772,90,8,87,0,2
MG10140,41479,94,14,38,1,1
TC44716,23909,119,21,86,0,2
QO65264,48328,63,22,12,0,7
EB66698,86689,85,3,72,0,1
OT52034,24204,99,25,41,1,1
CH85444,25943,110,26,83,0,1
PU85769,0,73,5,72,0,7
UI73201,62375,92,34,34,0,1
SL50592,0,71,7,24,0,2
XP11075,0,148,8,18,0,2
SI31236,70200,65,25,10,0,2
JN26745,0,112,16,62,0,1
VK48036,79027,70,13,37,0,5
EC71986,26736,63,6,64,0,1
DS45802,26893,68,1,31,0,5
OA96690,47406,94,2,96,1,6
EM27919,17622,65,1,36,1,3
QO41043,27572,124,11,57,0,2
OV50124,0,72,7,34,2,7
PR31642,32802,114,31,8,0,1
PO98961,18400,89,26,52,0,8
TK30357,90844,118,10,98,0,2
NF31087,44685,69,1,41,0,2
NH16984,0,80,30,8,0,1
OS75493,42589,98,8,73,0,1
VT63298,0,72,17,55,0,2
HT16519,63009,112,17,49,0,2
SZ16483,79583,109,12,76,2,1
VM92311,89129,64,24,93,0,1
NJ46849,0,69,23,15,0,1
WZ31900,94389,107,16,76,0,8
RG30482,0,197,5,50,0,9
ZM86949,84106,64,0,86,0,2
QQ39596,0,69,2,71,0,1
FH51383,76717,66,26,10,0,6
BJ53923,51978,66,18,81,0,1
CZ96653,47325,107,0,92,0,6
FB23788,86721,111,33,10,0,3
NT43594,24910,63,7,63,1,1
VO38365,90125,110,1,72,0,3
KJ86296,0,73,24,40,2,9
PI47776,89451,63,11,2,0,1
MD73554,59537,66,23,5,0,7
UX92071,0,199,6,37,0,1
YG44474,54193,117,2,83,0,2
UH45301,86946,118,13,14,0,7
RY92647,0,92,15,36,0,2
IK12620,12160,109,5,34,0,1
GQ66762,33701,63,16,67,0,5
RY92254,33531,116,11,15,0,1
XD85577,69417,73,30,78,1,1
TM65736,38644,78,28,0,1,1
VJ51327,63209,102,20,28,2,2
GS98873,16061,88,26,23,0,1
CW49887,79487,114,20,87,0,1
MY31220,54230,112,10,21,0,9
UH35128,71210,214,8,89,1,2
WH52799,94903,94,3,38,0,1
WL99637,27293,96,20,55,0,6
UC84059,70950,171,6,12,0,1
HW62747,0,63,19,9,0,1
BH11344,37009,71,1,45,0,1
TX28465,52629,65,30,22,0,6
OK56965,31264,198,9,54,1,2
WT22392,65473,67,4,14,0,2
GG68407,0,65,13,7,0,1
KC71643,99144,61,29,51,0,1
NR32615,22520,73,17,64,0,3
GS69842,36615,65,14,7,0,5
KP72427,64455,108,5,43,0,2
KD23847,76374,61,21,28,0,7
GK72076,35457,105,0,93,0,1
NK91488,56005,68,31,30,1,3
QK46697,61040,79,12,24,1,4
WP73172,81367,103,2,32,0,4
PS30217,44817,83,23,89,0,2
EL62967,58508,69,32,11,0,1
MU23938,45259,138,1,27,0,4
VC83809,30817,88,25,43,0,1
VL34577,0,72,3,65,0,1
QE12539,40870,105,3,56,0,2
YO15246,35001,96,18,87,3,1
WF73839,49937,64,1,45,0,2
TJ11671,0,109,35,75,0,1
SV34223,58317,73,0,56,0,2
XD19546,0,109,15,61,0,7
OY95739,17101,113,1,88,0,2
SW57539,0,118,14,64,0,4
IA62027,0,65,24,53,0,3
FZ20933,24398,63,14,79,1,3
WR62597,24641,61,16,57,0,1
KU61611,69040,108,4,88,0,1
XW98867,17101,113,1,88,0,2
PP80817,59886,104,30,1,0,4
DT77901,14290,271,20,40,0,1
DX34647,43137,96,8,41,0,8
OD56551,27978,69,3,21,1,7
OO63074,25261,118,31,9,0,1
EH24828,58652,64,14,75,5,1
CX99919,28321,111,34,32,0,1
PS31050,0,69,35,79,0,2
NU32697,0,72,20,12,0,6
PU98976,0,88,17,25,0,6
ZR20842,94415,127,6,53,1,1
NF35573,0,103,4,67,0,2
DF66914,45331,100,0,8,0,2
YM99866,53904,67,1,17,2,1
VH62084,0,74,18,58,0,2
SE28250,0,70,11,36,2,7
MD86050,0,67,20,38,0,8
GF17866,28142,105,18,50,0,1
FU99476,74422,85,4,3,1,3
KO44736,35095,73,25,56,0,2
KI55845,55588,114,15,40,0,2
JJ24476,52391,71,9,32,0,3
VC68509,42240,79,25,10,0,2
QN62502,70146,96,28,65,0,1
EL92515,41121,94,20,56,0,2
VL84149,71210,214,8,89,1,2
JX19907,0,107,34,70,1,1
BC66921,41228,71,19,13,0,1
IA15979,40598,91,35,98,0,5
GN80437,0,91,28,59,0,1
AH65907,51790,71,12,43,0,1
VG57728,92593,68,4,53,0,1
AF81450,28657,100,4,55,0,2
YI28422,30262,98,0,96,1,9
GR26937,47197,81,19,91,0,2
BR99015,0,94,25,20,0,6
PB11270,0,61,2,15,0,2
PZ89632,0,134,22,68,0,1
LV62981,22093,87,15,8,0,9
AS97690,54483,61,6,57,0,1
SG32258,18944,63,20,64,0,1
MY80583,84365,66,14,42,0,2
WS57286,0,64,20,13,0,4
MF53477,25147,101,7,54,0,1
DQ28641,14315,71,33,16,0,1
EX46492,87864,94,19,42,0,8
VW20823,57844,85,16,31,1,2
LH26563,17913,116,0,39,0,1
FR56877,28806,99,35,75,0,2
ZY99878,90343,175,11,68,0,3
CS15289,79041,199,14,48,0,3
VM84548,99845,110,23,25,1,8
IA96447,85019,167,26,92,0,1
PT32230,70059,194,1,97,0,1
NK73719,70503,164,11,11,1,2
OH15771,0,117,9,78,0,1
XP61034,39492,105,20,81,0,1
ZN34245,0,68,9,34,0,1
FX55923,50405,70,6,21,1,9
ZZ83340,96021,68,5,30,0,5
HA99340,0,65,26,97,0,1
LE43061,0,105,13,22,0,1
UF77413,65794,69,10,14,1,1
UY45293,21975,95,28,63,0,1
TH84309,0,126,19,17,0,4
PZ94551,56649,125,12,8,0,1
FY40655,0,181,22,96,0,2
HS85465,92296,69,4,65,0,1
SI78985,39448,103,10,14,3,5
KF50730,71794,131,19,48,0,1
JO13576,21861,69,3,11,0,1
HJ79774,31591,72,17,65,4,1
KI18648,60662,68,10,38,0,2
EL99335,20608,73,10,24,0,1
LE84979,21331,103,18,84,0,2
CE12380,0,66,16,19,1,2
IB80924,90783,104,0,38,2,2
JF83834,36631,62,30,77,0,1
YN10988,0,87,15,46,0,6
YX15941,26030,139,25,29,1,2
ZB50601,0,70,6,24,0,6
HP50399,0,113,14,77,0,1
GC17585,25302,70,13,16,1,2
FG46258,16483,90,14,68,0,9
DO41287,0,82,29,92,0,2
GT54462,73222,180,24,43,0,3
BT76268,22061,74,25,25,0,8
QM38267,86321,66,7,25,0,1
LP82042,54668,68,3,41,1,6
EF52978,0,62,15,80,0,3
GH54524,69497,142,30,31,0,2
DP26592,86617,63,9,10,0,1
UP29839,22705,239,19,59,0,7
SS48498,20836,79,25,2,0,9
OB55054,88410,99,30,31,0,1
NP91656,0,69,26,33,0,9
SH74080,21073,106,25,54,1,3
KN25556,0,66,16,77,0,2
RB38792,66429,136,35,93,0,1
QR72180,66889,80,6,16,0,1
TW64385,36088,72,16,31,0,9
UO86707,75217,61,12,47,1,2
GF94951,0,68,8,9,0,2
NF53775,17557,96,6,5,0,1
YB58778,81064,70,20,4,4,3
PH77560,0,66,2,45,0,5
WA84789,75313,89,16,64,1,2
BI34376,45703,98,17,36,0,9
UQ63396,40036,65,2,85,0,2
BR23201,0,71,23,84,0,1
VH45094,65870,61,21,40,1,2
KD47243,91469,100,11,89,2,2
MY13737,42090,119,0,61,0,3
OR48881,21368,79,7,2,0,6
OU62604,78362,73,16,66,0,2
LW77178,33879,98,16,82,0,2
BQ12347,72874,70,26,31,0,6
FF61670,0,82,29,23,1,2
PM61374,0,110,9,23,0,6
BW25236,72215,66,22,23,0,2
XO22038,39854,66,6,4,0,7
QG51953,36655,61,15,81,0,9
SZ56338,37995,139,16,50,0,1
PX60116,40867,112,21,98,0,7
BW46202,28804,78,6,84,0,3
GW14109,48409,124,13,60,0,2
GP42026,19683,117,17,41,1,9
HR42454,88706,110,14,72,1,2
TL43709,89689,74,14,4,0,2
OL36978,67241,68,22,6,1,9
KT40899,75436,78,10,20,0,2
WE60408,91761,109,33,20,2,1
LG64797,25771,222,21,58,0,4
MD87746,60920,64,10,61,0,2
FN50615,96869,101,25,97,0,3
QF59448,17752,77,26,87,0,1
MU79385,60944,130,10,38,2,4
JH30384,22081,84,1,9,0,6
JE71423,73695,84,28,84,0,1
SK95364,0,130,11,0,0,1
VG56765,95697,61,16,55,0,1
NE24371,15300,85,17,16,0,9
MB69535,0,131,34,61,0,9
ZF27999,12902,139,3,51,0,1
MH40017,29809,61,13,17,0,9
YJ99764,0,74,17,27,0,2
AG22225,0,96,21,18,0,3
ZJ26179,25998,71,16,38,0,2
VO36036,28248,90,25,89,0,1
ZQ94281,68103,82,28,91,0,1
CK40732,0,103,33,54,0,3
UT73461,81079,111,11,5,0,1
LT57320,22732,62,31,35,0,1
BZ44726,49825,70,14,27,3,2
VU32116,0,103,11,92,0,1
EG94326,77265,107,23,9,0,1
EJ43595,0,72,20,41,0,7
QI37869,12876,107,8,90,2,3
SX65826,36431,99,27,59,0,2
XO42145,25927,103,6,20,0,1
WJ74851,26811,72,22,82,0,3
IG68709,41711,90,3,89,0,1
AC75391,35091,74,27,19,0,9
WO94087,0,87,17,33,0,3
YJ69332,22081,84,1,9,0,6
BM21532,0,93,7,90,1,5
PD32641,31320,72,30,95,0,5
CK39096,0,153,25,5,0,1
QV19964,33947,66,10,48,1,1
BF72793,0,62,10,31,0,2
WB12017,21189,66,4,2,0,2
PB43222,73759,114,2,25,3,6
AY84441,0,114,3,93,0,1
JQ65500,44988,108,30,57,0,3
OI29521,33432,90,28,43,0,2
MJ51323,46503,215,4,21,1,1
QI64880,0,101,12,12,0,6
HV93429,23636,65,19,10,0,3
TA89713,66429,136,35,93,0,1
IE15348,28466,102,33,91,0,1
LE65901,58082,112,31,66,1,1
FF68864,36523,71,28,67,0,2
YX99200,54710,103,13,46,0,2
LZ26801,73466,102,2,71,1,6
TA66375,51643,283,16,43,0,1
SC92090,83846,74,22,94,3,2
TK40018,0,169,31,77,0,1
ZD63451,53338,63,24,35,1,1
ZA83961,75203,80,0,13,1,2
DT35588,60475,107,9,18,0,1
VF87723,30658,89,6,67,0,2
QP69826,0,102,28,11,0,1
UW37050,60420,248,8,74,0,8
UH62254,0,65,9,31,0,2
BU41599,62739,70,29,80,0,3
DB71122,15144,90,2,71,0,1
TM14491,44428,104,17,61,0,2
OY94707,58297,97,19,94,5,1
LN55080,42191,74,2,43,1,2
TZ47750,26057,74,3,63,0,2
SJ74501,26608,73,12,14,0,6
LE26899,0,63,8,27,0,9
ML34366,66429,136,35,93,0,1
EI45850,25970,72,18,30,3,2
LD75023,48268,223,28,26,0,2
JW12998,24279,126,16,97,0,2
LP47259,0,121,11,92,0,5
XD21246,0,128,30,26,0,5
DW59142,71879,64,1,64,0,2
KX54900,57760,78,9,67,0,3
XV83643,20976,129,20,86,1,1
RX19151,67137,111,0,49,5,6
ZH42145,50148,65,0,45,0,1
ET79528,23008,79,29,49,1,1
GH36606,0,82,12,67,0,1
BC66536,84869,85,5,65,0,4
PN22481,0,66,21,67,0,1
VD27065,86860,107,13,29,0,1
IF38438,44695,79,14,51,2,2
ZC62609,0,77,35,38,0,1
FD64348,23046,65,18,7,3,2
TA58285,0,73,1,44,0,4
WV66165,84811,111,27,38,0,2
YE27183,0,91,13,89,0,4
TI47802,0,69,29,35,0,1
ZZ44902,40117,108,6,55,0,2
JD73594,72140,87,22,66,2,1
ZV93969,0,136,5,46,0,1
JS55721,12495,65,32,62,0,1
ZB62469,0,67,33,75,2,1
HZ74609,0,72,4,72,0,7
TJ76363,36495,133,14,97,1,3
QZ58370,86801,98,5,20,0,2
RF44930,52679,62,21,3,0,4
VJ44100,90804,113,29,67,0,5
PM13394,22404,70,0,62,1,4
NL80137,14262,90,27,9,0,1
NZ57065,36844,73,10,11,0,1
NM42917,58703,127,32,26,2,6
RR68322,65162,86,11,59,0,1
OF78862,54964,99,13,53,0,1
SC93784,61401,69,8,77,0,3
CM59084,25147,101,7,54,0,1
QA41558,73536,67,29,27,0,6
SD62061,24860,73,2,35,0,8
VP13613,65404,99,16,79,0,1
HF96939,34510,81,0,54,0,1
DU18362,0,108,7,55,0,1
RK24470,40113,67,2,43,3,5
XQ19793,20993,133,35,90,0,1
OB77084,0,61,2,34,1,1
PS69748,83846,74,22,94,3,2
JE13986,62587,86,30,47,0,2
TP41703,0,69,17,10,0,2
LD49835,73345,107,7,62,0,1
EK19337,0,83,30,44,0,1
GD55093,22705,239,19,59,0,7
NN68193,21440,135,7,19,0,1
TJ30354,22627,67,19,43,0,8
TA75663,38702,101,7,32,3,3
WG15841,26790,71,4,41,0,1
LO68739,64859,96,24,11,0,8
HM20544,0,61,31,15,0,1
EG56026,69263,81,8,12,2,1
VF21395,82655,66,8,93,0,1
SI11249,29401,65,30,56,0,4
IK99137,0,79,5,62,0,7
VO87785,26480,63,13,17,0,3
FS29897,0,61,34,35,1,1
JG36165,0,83,12,21,0,5
SJ42058,73268,84,18,18,0,1
CU13711,95579,67,19,78,0,2
GT65065,42142,112,1,8,0,3
UN39066,26676,112,7,96,0,1
UQ85283,41279,115,1,30,0,2
YF80144,15529,273,1,64,0,9
GE29173,0,128,4,24,0,6
DF21541,23170,71,21,67,0,1
JL59571,17343,63,9,92,0,5
DF94525,25854,68,24,37,0,9
YO58424,46900,66,13,59,0,1
MP76478,64125,108,3,44,0,3
HO92982,85355,71,34,47,2,2
MZ24175,21604,79,14,28,0,1
YD48962,0,107,0,62,0,2
QB47024,53998,78,5,38,5,8
MF18493,0,73,9,94,0,2
EP61084,68776,80,28,78,0,1
EN38348,45039,96,27,94,0,2
HJ15383,27658,68,4,75,0,2
LS98306,64113,117,24,32,0,2
PZ47477,41829,76,11,41,0,2
LT32391,21514,62,0,59,0,2
KK30016,27722,69,3,29,0,9
OA89218,21506,151,11,42,0,4
CY47265,10312,78,10,63,0,1
ZI47663,73054,106,34,36,1,2
GO14008,73775,67,14,51,0,3
BC43958,44788,61,6,48,0,2
AI61368,22510,95,19,48,0,2
UF37831,54613,213,29,62,0,5
PO90615,25965,65,23,27,0,1
GY74661,34911,105,6,31,1,1
MX50302,78618,66,7,56,0,1
TC84427,61080,66,7,41,2,9
IQ82914,60415,62,10,31,0,5
TY74870,25143,66,34,38,0,1
II83628,41045,64,9,28,1,2
ZR77995,97729,95,18,21,0,1
QT89604,55702,61,13,55,0,6
AB21519,93272,95,3,54,0,1
MP47256,23665,67,19,50,0,2
MA47641,20228,101,3,43,1,2
GQ20713,38713,66,31,69,4,6
WW87934,23815,73,4,47,0,2
HF75276,0,93,15,31,3,1
ET64028,47221,99,8,79,0,1
QA41472,34495,113,27,29,0,2
OZ92426,46264,62,17,75,0,1
UM69933,46051,63,16,34,0,1
RQ11502,23975,128,8,39,0,1
TX98128,0,74,4,12,4,2
XY52165,78561,74,7,50,0,1
GB39003,0,90,4,63,0,7
VH43367,61402,63,14,56,2,1
KG81168,65090,71,28,3,0,1
WU14549,88495,108,2,83,0,1
XB17553,52797,104,14,13,1,2
MY88518,31278,92,24,95,4,1
XE18554,24177,92,4,37,1,2
NY97446,96339,68,1,44,0,1
VT96364,68164,119,27,37,2,6
ZY20779,0,71,17,57,0,5
NN65845,21603,68,11,46,2,1
VC54081,0,63,11,20,0,2
CE94751,0,70,5,33,1,7
VM85856,34990,65,23,73,0,1
EH37385,22849,109,5,75,0,4
FI45719,32893,63,13,14,0,1
SB79528,0,73,24,15,0,1
WH81461,0,111,7,25,0,3
UD47050,26876,76,17,72,0,8
XZ17273,71663,74,23,22,0,2
XR97812,0,69,1,56,0,1
BW88060,16994,112,25,12,0,8
CP32818,64270,117,12,58,0,1
CM52565,0,83,4,3,0,3
YP40334,0,145,29,70,0,1
KD63998,56342,69,12,89,0,1
VC77127,0,70,25,21,0,6
AM30008,28327,185,29,26,0,3
PC83755,95697,61,16,55,0,1
XS22323,26876,76,17,72,0,8
YM43461,0,102,17,91,0,2
BH23017,0,61,31,43,0,2
OD18225,32918,84,33,69,0,3
VE31507,0,71,4,76,0,2
NR18672,63127,74,35,17,1,1
DM76654,22022,136,35,1,0,2
YY11432,51725,138,9,16,1,2
BD77090,79090,107,2,74,0,3
XA75063,39719,131,1,57,0,3
PQ13422,58194,84,26,23,0,2
NA89685,61990,72,21,47,0,9
AL35726,41479,94,14,38,1,1
WO70078,97899,95,29,73,3,7
CA56041,63878,113,32,47,0,9
HI41970,68671,70,30,49,0,6
AU46443,0,102,19,13,0,3
WC35554,34640,117,23,54,2,1
JR10216,21959,71,0,69,0,1
OH11674,51584,69,11,98,2,2
US85318,65744,62,9,77,0,1
FS19862,25198,118,26,36,0,4
ZP80713,79663,69,14,39,0,1
OK50159,31071,111,0,57,2,1
TP54769,39452,131,6,54,0,1
FS49381,25813,61,16,97,0,8
DQ79499,59965,131,7,54,0,7
NM62724,0,63,23,90,0,1
VO25602,98701,94,22,66,0,3
EP93369,0,121,5,94,0,8
DQ45854,64388,68,9,46,0,2
QG15661,66841,62,4,73,0,1
YA80645,33738,74,6,50,1,1
TW16499,43334,95,3,72,2,1
UP97629,0,91,13,89,0,1
NU42684,83431,84,13,33,0,1
FS42690,57647,94,3,99,0,1
BM69818,0,79,17,4,0,3
HK15299,38210,69,25,41,0,3
NP88496,0,67,28,72,0,2
SB99002,49734,69,3,41,0,2
VW82067,97131,64,5,80,0,6
JG30837,11689,117,7,46,0,1
AC22873,17120,125,14,95,0,1
RO85831,82157,188,5,33,0,1
WT71621,63297,82,1,33,0,1
OF24813,66014,102,34,11,0,2
GH31557,98121,67,22,49,0,1
WI89081,93495,129,8,0,0,9
IO27771,89382,112,2,61,0,3
HB99061,97742,132,6,52,0,1
HQ82089,0,114,29,96,0,2
JN72184,0,73,30,8,0,1
WQ46946,77153,99,3,27,1,5
WJ44028,94590,81,26,31,0,2
WH77063,74163,108,14,63,0,1
FI13966,40450,287,8,20,3,7
AQ46199,0,71,8,30,0,8
WV69362,0,99,12,77,0,4
RJ90816,33243,85,13,19,0,1
NH19236,0,64,25,80,0,1
VW88911,0,114,33,55,0,2
NV14535,20228,101,3,43,1,2
BM66931,92801,100,24,23,0,1
JW24035,0,69,7,45,1,2
PG82270,36845,74,14,33,0,1
RW65101,0,63,28,82,0,2
QO79771,72330,81,2,50,2,1
EC44438,19352,65,16,0,0,1
MW54213,0,62,13,6,5,2
ZN33412,25073,79,3,84,0,2
HZ56678,20261,72,4,55,0,1
AN36757,66851,92,10,70,2,2
NB54665,43860,65,15,58,0,1
MG99229,0,180,21,68,0,1
MX76292,48019,64,15,94,0,2
EJ90880,28786,71,30,69,1,1
WO95180,22283,65,16,93,0,1
BU53191,34133,111,0,72,0,7
ZK54897,60880,119,25,89,0,2
PP48389,0,196,5,59,2,1
XD29421,48115,192,15,67,0,5
OP26403,32017,62,9,10,2,7
XK15687,58518,136,17,9,0,3
ED29955,61542,67,33,83,0,6
QT84720,56761,73,31,80,1,1
ZH35315,22976,66,19,33,0,4
EE76374,0,72,14,29,0,2
RF72106,0,62,8,98,0,2
BS13111,0,66,20,53,0,2
JP12645,44428,104,17,61,0,2
ZF28570,52361,102,13,78,0,1
UU93074,32435,297,24,68,0,1
SZ60450,40272,86,8,64,0,1
HL63895,30492,61,32,68,0,2
