income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
0,68,19,2,3,2,326.4
23220,74,3,73,0,1,251.334247
64125,108,3,44,0,3,369.818708
58042,62,14,88,0,2,161.419528
90034,112,5,86,0,1,537.6
27972,61,7,38,0,1,292.8
0,65,6,45,0,2,312.0
50989,80,3,11,0,1,255.999709
11885,101,18,39,0,2,484.8
89451,63,11,2,0,1,61.769564
0,182,3,56,0,2,1310.4
78904,109,10,38,0,9,250.001424
70247,83,13,19,1,1,141.799422
32653,67,4,25,0,9,321.6
93595,97,15,30,4,1,49.797016
90279,115,7,64,0,2,372.175592
0,72,3,56,0,3,542.14385
53310,189,26,33,3,1,1360.8
0,105,5,42,0,5,504.0
22234,160,0,92,0,3,768.0
91375,99,22,89,0,2,72.632934
22250,86,10,36,0,3,720.601429
0,80,9,69,0,7,576.0
0,84,18,25,1,4,481.025786
51179,71,10,25,0,2,466.176731
38667,72,8,67,0,1,159.266473
79487,114,20,87,0,1,547.2
67763,107,28,10,2,9,41.283167
0,62,8,81,2,6,503.808329
0,71,5,20,0,5,859.599411
71943,112,8,51,0,4,305.653785
53526,68,27,69,0,4,278.902846
35005,295,14,46,0,2,1416.0
24721,67,3,76,0,1,139.963594
0,102,29,72,2,2,734.4
88997,72,9,71,0,3,174.041566
48587,111,7,14,0,2,532.8
76310,67,1,33,0,1,321.6
73205,92,9,18,0,1,37.299865
51056,78,27,86,0,2,95.816516
58414,210,7,24,2,1,1008.0
23940,107,13,34,0,7,513.6
0,62,26,18,0,1,446.4
44216,71,24,36,0,2,72.205362
27972,61,7,38,0,1,292.8
0,69,27,48,0,9,331.2
29305,66,1,38,0,1,475.2
53882,69,14,33,0,1,331.2
91757,69,29,58,1,1,331.2
33906,64,25,49,0,2,401.592109
68158,139,28,87,1,4,253.183568
0,134,24,86,3,5,643.2
42165,123,22,66,0,1,799.673766
0,101,24,11,0,1,727.2
30817,88,25,43,0,1,91.834668
68074,65,12,62,0,1,27.987867
0,131,20,59,0,2,842.391832
71135,92,11,64,1,3,270.563995
0,61,30,35,0,3,292.8
37722,116,8,23,0,8,158.077504
0,139,5,56,0,2,667.2
44705,71,21,63,0,6,148.173152
64642,96,3,79,0,2,404.265696
50071,71,3,32,0,1,18.918935
46754,106,5,70,1,9,513.818403
64801,64,23,19,0,2,268.471802
70410,83,25,13,0,1,131.828507
66957,131,31,4,1,1,628.8
24213,78,11,28,1,2,374.4
0,101,1,83,4,1,960.115399
79751,63,15,67,0,1,392.235698
86122,182,33,54,1,1,873.6
82297,116,5,62,0,1,0.382107
82210,68,33,46,4,1,51.961915
43259,73,12,18,0,2,350.4
0,79,7,72,0,2,379.2
25064,62,17,34,0,1,297.6
25816,119,18,63,0,1,571.2
0,73,14,74,0,8,350.853987
41662,69,27,73,0,6,217.973168
96170,92,8,86,0,1,441.6
46072,64,0,61,0,4,25.934064
37931,99,8,31,0,2,475.2
35127,62,9,21,0,5,297.6
72450,66,21,58,0,1,84.218363
93087,131,14,25,3,1,628.8
22398,67,23,76,2,1,321.6
92983,87,9,77,1,2,153.205591
27689,239,0,72,2,1,2893.239678
69654,118,10,50,0,7,629.532731
80744,111,15,19,0,2,361.284757
0,112,13,59,0,1,1185.988301
0,64,7,5,1,2,460.8
76358,66,25,3,0,2,86.461582
18608,71,13,24,0,1,340.8
73168,70,21,50,0,3,425.800112
21190,65,24,68,2,1,312.0
94041,66,14,11,0,1,159.756733
91474,113,9,99,0,2,24.087774
61469,63,16,65,5,3,302.4
16618,62,0,40,0,1,219.288706
48081,188,31,12,0,5,881.360959
67632,121,0,44,0,4,26.951627
34115,119,6,73,0,6,466.122541
23051,99,31,86,0,1,475.2
23748,99,0,24,0,2,607.095655
40589,69,23,68,0,2,331.2
50809,83,29,58,0,2,290.381707
66676,97,0,40,0,1,558.099357
52339,70,7,55,3,2,336.0
14973,115,2,75,0,2,828.0
0,83,2,47,0,4,540.514115
31546,65,4,83,0,9,100.049832
67763,73,17,69,1,1,59.861963
83170,97,0,53,0,2,344.118069
19464,84,10,94,1,1,871.505797
66943,65,33,10,1,7,53.084753
81872,115,10,55,0,2,256.43803
50450,90,11,68,0,2,135.892444
21342,62,34,72,0,3,74.350893
34621,108,21,32,1,8,621.464468
62396,64,13,18,0,2,307.2
97212,93,28,61,0,1,360.05589
49648,70,0,23,0,1,65.954813
97984,61,1,36,1,5,407.450118
26308,114,10,30,0,3,547.2
63528,256,15,23,0,1,1228.8
20225,114,27,64,1,6,547.2
0,112,3,84,0,7,806.4
87620,64,3,15,0,2,24.063693
0,72,22,79,0,2,311.329282
34990,65,23,73,0,1,42.689135
99934,71,9,12,0,3,460.323855
85702,67,9,74,0,6,249.085887
94648,69,19,64,0,1,331.2
24516,71,11,23,0,8,300.607591
61063,85,21,4,0,2,262.504882
0,74,27,91,0,1,263.365432
0,64,23,71,0,6,307.2
15169,63,34,15,0,3,302.4
55390,71,34,29,0,2,256.268091
27592,62,6,29,0,1,297.6
88264,62,8,34,0,1,297.6
83297,113,6,28,0,1,542.4
0,188,35,82,0,7,1353.6
0,90,21,21,0,2,432.0
55897,104,33,5,0,1,499.2
21297,71,26,56,0,1,45.507952
87560,98,4,86,1,2,470.4
0,96,5,7,4,1,691.2
0,85,3,53,0,1,408.0
89398,86,5,57,0,1,82.409922
36843,68,12,11,3,1,357.642982
0,134,23,16,0,4,643.2
34946,65,30,63,0,1,420.35698
75680,78,27,6,0,6,136.787725
0,69,23,13,0,7,331.2
37722,116,8,23,0,8,158.077504
10269,65,12,5,0,3,170.798204
49714,63,29,64,3,4,266.165535
77517,129,19,20,0,2,98.921782
81082,73,5,85,0,4,281.295903
72540,88,7,3,0,2,631.743039
0,65,8,58,0,1,468.0
61546,68,4,27,0,3,29.209521
44818,67,25,41,1,2,136.883999
17622,65,1,36,1,3,312.0
0,72,14,24,0,1,518.4
79797,84,27,46,0,1,31.755601
36234,63,0,44,0,5,113.534474
28919,173,5,88,0,3,830.4
0,68,6,93,0,8,480.159011
63568,65,19,5,0,2,390.792553
73935,64,13,29,1,1,72.071195
0,66,15,56,0,3,316.8
18846,115,16,84,0,3,552.0
38893,103,19,40,0,9,41.965252
0,153,25,5,0,1,1027.000029
84824,196,7,4,0,9,319.820747
20068,86,8,28,0,3,411.011162
0,125,21,34,0,1,600.0
0,135,32,61,0,8,648.0
97245,70,29,29,0,2,4.110585
51808,61,3,12,1,1,351.149904
71391,67,29,39,0,2,284.000172
0,73,17,44,0,7,496.474767
0,100,5,54,0,7,925.137143
23496,77,17,88,0,8,13.164097
22562,65,4,81,0,1,312.0
23986,119,31,3,0,1,463.335061
22974,71,0,8,0,1,180.667969
0,101,21,35,0,2,484.8
61844,106,19,74,0,2,508.8
24804,73,19,98,0,2,350.4
27760,104,13,71,0,2,302.764283
74454,71,25,29,0,3,340.8
29462,107,28,23,1,1,513.6
52266,68,14,98,0,1,141.922839
0,70,18,99,0,2,349.783046
23599,103,20,46,0,1,494.4
36088,72,16,31,0,9,345.6
70534,104,31,71,0,3,54.065538
27398,125,4,71,1,2,600.0
85296,68,15,47,0,6,342.515136
31063,92,20,19,0,2,441.6
0,92,8,28,0,3,1027.177255
52367,81,25,64,0,1,275.989978
58651,71,6,95,0,3,472.599683
84831,192,13,37,0,2,1336.931716
49088,114,17,87,1,2,547.2
70263,93,30,66,0,5,7.345946
45354,285,5,51,0,1,540.141566
0,63,11,73,0,2,383.363758
28334,83,3,44,0,7,537.765151
38772,90,8,87,0,2,321.873474
41479,94,14,38,1,1,19.575683
23909,119,21,86,0,2,571.2
48328,63,22,12,0,7,108.138715
86689,85,3,72,0,1,408.0
24204,99,25,41,1,1,707.303416
25943,110,26,83,0,1,1067.333126
0,73,5,72,0,7,807.947292
62375,92,34,34,0,1,618.630955
0,71,7,24,0,2,404.272806
0,148,8,18,0,2,710.4
70200,65,25,10,0,2,312.0
0,112,16,62,0,1,707.977614
79027,70,13,37,0,5,336.0
26736,63,6,64,0,1,367.92773
26893,68,1,31,0,5,68.226001
47406,94,2,96,1,6,287.149807
17622,65,1,36,1,3,312.0
27572,124,11,57,0,2,595.2
0,72,7,34,2,7,391.636628
32802,114,31,8,0,1,547.2
18400,89,26,52,0,8,640.8
90844,118,10,98,0,2,232.674417
44685,69,1,41,0,2,331.2
0,80,30,8,0,1,336.50961
42589,98,8,73,0,1,470.4
0,72,17,55,0,2,345.6
63009,112,17,49,0,2,485.286815
79583,109,12,76,2,1,523.2
89129,64,24,93,0,1,328.870868
0,69,23,15,0,1,496.8
94389,107,16,76,0,8,85.063708
0,197,5,50,0,9,1418.4
84106,64,0,86,0,2,334.408717
0,69,2,71,0,1,42.096415
76717,66,26,10,0,6,300.528579
51978,66,18,81,0,1,144.782152
47325,107,0,92,0,6,64.598216
86721,111,33,10,0,3,532.8
24910,63,7,63,1,1,347.857619
90125,110,1,72,0,3,128.645946
0,73,24,40,2,9,525.6
89451,63,11,2,0,1,61.769564
59537,66,23,5,0,7,316.8
0,199,6,37,0,1,955.2
54193,117,2,83,0,2,720.752945
86946,118,13,14,0,7,340.656963
0,92,15,36,0,2,546.524896
12160,109,5,34,0,1,489.411833
33701,63,16,67,0,5,171.325856
33531,116,11,15,0,1,801.577478
69417,73,30,78,1,1,30.874869
38644,78,28,0,1,1,361.455219
63209,102,20,28,2,2,207.320041
16061,88,26,23,0,1,633.6
79487,114,20,87,0,1,547.2
54230,112,10,21,0,9,537.6
71210,214,8,89,1,2,1027.2
94903,94,3,38,0,1,451.2
27293,96,20,55,0,6,469.030907
70950,171,6,12,0,1,565.929394
0,63,19,9,0,1,302.4
37009,71,1,45,0,1,145.673348
52629,65,30,22,0,6,136.684141
31264,198,9,54,1,2,825.657746
65473,67,4,14,0,2,277.685667
0,65,13,7,0,1,468.0
99144,61,29,51,0,1,292.8
22520,73,17,64,0,3,350.4
36615,65,14,7,0,5,264.563772
64455,108,5,43,0,2,133.735395
76374,61,21,28,0,7,292.8
35457,105,0,93,0,1,641.230581
56005,68,31,30,1,3,326.4
61040,79,12,24,1,4,20.382876
81367,103,2,32,0,4,415.768941
44817,83,23,89,0,2,527.421579
58508,69,32,11,0,1,57.614392
45259,138,1,27,0,4,272.217171
30817,88,25,43,0,1,91.834668
0,72,3,65,0,1,345.6
40870,105,3,56,0,2,504.0
35001,96,18,87,3,1,460.8
49937,64,1,45,0,2,302.586407
0,109,35,75,0,1,523.2
58317,73,0,56,0,2,350.4
0,109,15,61,0,7,523.2
17101,113,1,88,0,2,542.4
0,118,14,64,0,4,566.4
0,65,24,53,0,3,468.0
24398,63,14,79,1,3,302.4
24641,61,16,57,0,1,294.92773
69040,108,4,88,0,1,518.4
17101,113,1,88,0,2,542.4
59886,104,30,1,0,4,71.729298
14290,271,20,40,0,1,1300.8
43137,96,8,41,0,8,460.8
27978,69,3,21,1,7,447.911255
25261,118,31,9,0,1,566.4
58652,64,14,75,5,1,307.2
28321,111,34,32,0,1,537.391704
0,69,35,79,0,2,496.8
0,72,20,12,0,6,518.4
0,88,17,25,0,6,633.6
94415,127,6,53,1,1,492.770321
0,103,4,67,0,2,1149.203884
45331,100,0,8,0,2,572.635987
53904,67,1,17,2,1,321.6
0,74,18,58,0,2,811.086484
0,70,11,36,2,7,336.0
0,67,20,38,0,8,482.4
28142,105,18,50,0,1,701.708239
74422,85,4,3,1,3,95.338505
35095,73,25,56,0,2,525.6
55588,114,15,40,0,2,547.2
52391,71,9,32,0,3,409.763267
42240,79,25,10,0,2,46.386546
70146,96,28,65,0,1,157.440069
41121,94,20,56,0,2,451.2
71210,214,8,89,1,2,1027.2
0,107,34,70,1,1,1261.943541
41228,71,19,13,0,1,340.8
40598,91,35,98,0,5,302.791402
0,91,28,59,0,1,596.050118
51790,71,12,43,0,1,340.8
92593,68,4,53,0,1,8.44322
28657,100,4,55,0,2,588.742251
30262,98,0,96,1,9,499.22561
47197,81,19,91,0,2,76.112618
0,94,25,20,0,6,451.2
0,61,2,15,0,2,541.561209
0,134,22,68,0,1,964.8
22093,87,15,8,0,9,616.749885
54483,61,6,57,0,1,292.8
18944,63,20,64,0,1,125.274351
84365,66,14,42,0,2,316.8
0,64,20,13,0,4,137.169296
25147,101,7,54,0,1,694.598288
14315,71,33,16,0,1,511.2
87864,94,19,42,0,8,421.456547
57844,85,16,31,1,2,408.0
17913,116,0,39,0,1,556.8
28806,99,35,75,0,2,475.2
90343,175,11,68,0,3,833.072722
79041,199,14,48,0,3,419.26062
99845,110,23,25,1,8,528.0
85019,167,26,92,0,1,801.6
70059,194,1,97,0,1,253.740993
70503,164,11,11,1,2,41.05291
0,117,9,78,0,1,561.6
39492,105,20,81,0,1,756.0
0,68,9,34,0,1,489.6
50405,70,6,21,1,9,7.069583
96021,68,5,30,0,5,315.004602
0,65,26,97,0,1,422.947888
0,105,13,22,0,1,756.0
65794,69,10,14,1,1,277.27294
21975,95,28,63,0,1,456.0
0,126,19,17,0,4,604.8
56649,125,12,8,0,1,780.090361
0,181,22,96,0,2,868.8
92296,69,4,65,0,1,331.2
39448,103,10,14,3,5,66.020788
71794,131,19,48,0,1,457.471225
21861,69,3,11,0,1,348.278032
31591,72,17,65,4,1,240.241499
60662,68,10,38,0,2,326.4
20608,73,10,24,0,1,350.4
21331,103,18,84,0,2,419.062661
0,66,16,19,1,2,252.149798
90783,104,0,38,2,2,285.745227
36631,62,30,77,0,1,67.530904
0,87,15,46,0,6,417.6
26030,139,25,29,1,2,667.2
0,70,6,24,0,6,469.491537
0,113,14,77,0,1,542.4
25302,70,13,16,1,2,336.0
16483,90,14,68,0,9,320.519977
0,82,29,92,0,2,590.4
73222,180,24,43,0,3,821.51673
22061,74,25,25,0,8,355.2
86321,66,7,25,0,1,316.8
54668,68,3,41,1,6,326.4
0,62,15,80,0,3,297.6
69497,142,30,31,0,2,92.286763
86617,63,9,10,0,1,188.325603
22705,239,19,59,0,7,1294.700423
20836,79,25,2,0,9,193.57032
88410,99,30,31,0,1,475.2
0,69,26,33,0,9,496.8
21073,106,25,54,1,3,508.8
0,66,16,77,0,2,316.8
66429,136,35,93,0,1,57.712985
66889,80,6,16,0,1,294.319428
36088,72,16,31,0,9,345.6
75217,61,12,47,1,2,147.080303
0,68,8,9,0,2,489.6
17557,96,6,5,0,1,666.724937
81064,70,20,4,4,3,42.238585
0,66,2,45,0,5,700.331425
75313,89,16,64,1,2,527.139074
45703,98,17,36,0,9,470.4
40036,65,2,85,0,2,48.828732
0,71,23,84,0,1,191.640085
65870,61,21,40,1,2,202.847644
91469,100,11,89,2,2,418.864555
42090,119,0,61,0,3,203.352239
21368,79,7,2,0,6,4.61262
78362,73,16,66,0,2,525.6
33879,98,16,82,0,2,470.4
72874,70,26,31,0,6,336.0
0,82,29,23,1,2,393.6
0,110,9,23,0,6,550.825934
72215,66,22,23,0,2,247.911872
39854,66,6,4,0,7,261.930545
36655,61,15,81,0,9,295.223164
37995,139,16,50,0,1,667.2
40867,112,21,98,0,7,537.6
28804,78,6,84,0,3,76.025368
48409,124,13,60,0,2,345.211703
19683,117,17,41,1,9,561.6
88706,110,14,72,1,2,528.0
89689,74,14,4,0,2,136.829537
67241,68,22,6,1,9,5.674809
75436,78,10,20,0,2,9.747443
91761,109,33,20,2,1,779.052276
25771,222,21,58,0,4,1253.984948
60920,64,10,61,0,2,231.201886
96869,101,25,97,0,3,628.498605
17752,77,26,87,0,1,369.6
60944,130,10,38,2,4,623.505066
22081,84,1,9,0,6,451.670309
73695,84,28,84,0,1,403.2
0,130,11,0,0,1,936.0
95697,61,16,55,0,1,114.273025
15300,85,17,16,0,9,408.0
0,131,34,61,0,9,628.8
12902,139,3,51,0,1,667.2
29809,61,13,17,0,9,365.312072
0,74,17,27,0,2,355.2
0,96,21,18,0,3,460.8
25998,71,16,38,0,2,791.878042
28248,90,25,89,0,1,634.385937
68103,82,28,91,0,1,277.795988
0,103,33,54,0,3,741.6
81079,111,11,5,0,1,134.222332
22732,62,31,35,0,1,15.616535
49825,70,14,27,3,2,336.0
0,103,11,92,0,1,621.959357
77265,107,23,9,0,1,513.6
0,72,20,41,0,7,779.629297
12876,107,8,90,2,3,425.964628
36431,99,27,59,0,2,513.252488
25927,103,6,20,0,1,674.973614
26811,72,22,82,0,3,465.763576
41711,90,3,89,0,1,351.286604
35091,74,27,19,0,9,418.927204
0,87,17,33,0,3,417.6
22081,84,1,9,0,6,451.670309
0,93,7,90,1,5,446.4
31320,72,30,95,0,5,293.86579
0,153,25,5,0,1,1027.000029
33947,66,10,48,1,1,192.213037
0,62,10,31,0,2,446.4
21189,66,4,2,0,2,316.8
73759,114,2,25,3,6,547.2
0,114,3,93,0,1,820.8
44988,108,30,57,0,3,518.4
33432,90,28,43,0,2,161.423101
46503,215,4,21,1,1,1032.0
0,101,12,12,0,6,973.787176
23636,65,19,10,0,3,81.452537
66429,136,35,93,0,1,57.712985
28466,102,33,91,0,1,371.802628
58082,112,31,66,1,1,103.022126
36523,71,28,67,0,2,101.353875
54710,103,13,46,0,2,294.058449
73466,102,2,71,1,6,204.74051
51643,283,16,43,0,1,1358.4
83846,74,22,94,3,2,355.2
0,169,31,77,0,1,1207.084251
53338,63,24,35,1,1,35.45384
75203,80,0,13,1,2,384.0
60475,107,9,18,0,1,513.6
30658,89,6,67,0,2,441.757585
0,102,28,11,0,1,660.430456
60420,248,8,74,0,8,632.944366
0,65,9,31,0,2,312.0
62739,70,29,80,0,3,239.328571
15144,90,2,71,0,1,372.652536
44428,104,17,61,0,2,499.2
58297,97,19,94,5,1,647.039443
42191,74,2,43,1,2,68.647736
26057,74,3,63,0,2,523.888845
26608,73,12,14,0,6,234.234301
0,63,8,27,0,9,272.843439
66429,136,35,93,0,1,57.712985
25970,72,18,30,3,2,430.818992
48268,223,28,26,0,2,1605.6
24279,126,16,97,0,2,604.8
0,121,11,92,0,5,871.2
0,128,30,26,0,5,921.6
71879,64,1,64,0,2,9.163065
57760,78,9,67,0,3,223.950089
20976,129,20,86,1,1,735.683769
67137,111,0,49,5,6,314.880326
50148,65,0,45,0,1,323.485239
23008,79,29,49,1,1,80.663097
0,82,12,67,0,1,590.4
84869,85,5,65,0,4,408.0
0,66,21,67,0,1,316.8
86860,107,13,29,0,1,513.6
44695,79,14,51,2,2,81.166323
0,77,35,38,0,1,554.4
23046,65,18,7,3,2,1.687291
0,73,1,44,0,4,392.951076
84811,111,27,38,0,2,278.284943
0,91,13,89,0,4,436.8
0,69,29,35,0,1,331.2
40117,108,6,55,0,2,750.082794
72140,87,22,66,2,1,417.6
0,136,5,46,0,1,652.8
12495,65,32,62,0,1,312.0
0,67,33,75,2,1,482.4
0,72,4,72,0,7,345.6
36495,133,14,97,1,3,229.930796
86801,98,5,20,0,2,371.108203
52679,62,21,3,0,4,117.998498
90804,113,29,67,0,5,434.09776
22404,70,0,62,1,4,211.136067
14262,90,27,9,0,1,290.432527
36844,73,10,11,0,1,283.966321
58703,127,32,26,2,6,227.916076
65162,86,11,59,0,1,134.430084
54964,99,13,53,0,1,525.515271
61401,69,8,77,0,3,144.439335
25147,101,7,54,0,1,694.598288
73536,67,29,27,0,6,172.518524
24860,73,2,35,0,8,350.4
65404,99,16,79,0,1,300.703109
34510,81,0,54,0,1,388.8
0,108,7,55,0,1,777.6
40113,67,2,43,3,5,262.047663
20993,133,35,90,0,1,638.4
0,61,2,34,1,1,292.8
83846,74,22,94,3,2,355.2
62587,86,30,47,0,2,412.8
0,69,17,10,0,2,496.8
73345,107,7,62,0,1,513.6
0,83,30,44,0,1,989.105367
22705,239,19,59,0,7,1294.700423
21440,135,7,19,0,1,972.0
22627,67,19,43,0,8,321.6
38702,101,7,32,3,3,253.364333
26790,71,4,41,0,1,340.8
64859,96,24,11,0,8,266.949266
0,61,31,15,0,1,479.097472
69263,81,8,12,2,1,494.847804
82655,66,8,93,0,1,316.8
29401,65,30,56,0,4,312.0
0,79,5,62,0,7,379.2
26480,63,13,17,0,3,378.695238
0,61,34,35,1,1,292.8
0,83,12,21,0,5,904.385726
73268,84,18,18,0,1,93.623377
95579,67,19,78,0,2,308.631159
42142,112,1,8,0,3,396.17554
26676,112,7,96,0,1,537.6
41279,115,1,30,0,2,251.429988
15529,273,1,64,0,9,1965.6
0,128,4,24,0,6,1448.994134
23170,71,21,67,0,1,340.8
17343,63,9,92,0,5,208.659743
25854,68,24,37,0,9,396.284835
46900,66,13,59,0,1,316.8
64125,108,3,44,0,3,369.818708
85355,71,34,47,2,2,458.568921
21604,79,14,28,0,1,379.2
0,107,0,62,0,2,513.6
53998,78,5,38,5,8,414.519064
0,73,9,94,0,2,350.4
68776,80,28,78,0,1,87.861666
45039,96,27,94,0,2,192.144838
27658,68,4,75,0,2,160.07526
64113,117,24,32,0,2,561.6
41829,76,11,41,0,2,416.365369
21514,62,0,59,0,2,257.248789
27722,69,3,29,0,9,331.2
21506,151,11,42,0,4,826.658992
10312,78,10,63,0,1,486.278557
73054,106,34,36,1,2,419.365958
73775,67,14,51,0,3,321.6
44788,61,6,48,0,2,386.031248
22510,95,19,48,0,2,456.0
54613,213,29,62,0,5,731.559007
25965,65,23,27,0,1,329.206567
34911,105,6,31,1,1,126.779673
78618,66,7,56,0,1,225.578841
61080,66,7,41,2,9,294.284951
60415,62,10,31,0,5,72.665253
25143,66,34,38,0,1,8.737111
41045,64,9,28,1,2,394.582401
97729,95,18,21,0,1,97.176153
55702,61,13,55,0,6,151.13336
93272,95,3,54,0,1,281.110788
23665,67,19,50,0,2,404.817249
20228,101,3,43,1,2,523.815839
38713,66,31,69,4,6,316.8
23815,73,4,47,0,2,424.330166
0,93,15,31,3,1,446.4
47221,99,8,79,0,1,475.2
34495,113,27,29,0,2,389.673944
46264,62,17,75,0,1,199.37361
46051,63,16,34,0,1,302.4
23975,128,8,39,0,1,614.4
0,74,4,12,4,2,580.886785
78561,74,7,50,0,1,355.2
0,90,4,63,0,7,432.0
61402,63,14,56,2,1,302.4
65090,71,28,3,0,1,73.995096
88495,108,2,83,0,1,535.926948
52797,104,14,13,1,2,88.173438
31278,92,24,95,4,1,441.6
24177,92,4,37,1,2,441.6
96339,68,1,44,0,1,293.205349
68164,119,27,37,2,6,222.582872
0,71,17,57,0,5,340.8
21603,68,11,46,2,1,326.4
0,63,11,20,0,2,117.744416
0,70,5,33,1,7,524.836298
34990,65,23,73,0,1,42.689135
22849,109,5,75,0,4,523.2
32893,63,13,14,0,1,174.086385
0,73,24,15,0,1,350.4
0,111,7,25,0,3,1186.972445
26876,76,17,72,0,8,364.8
71663,74,23,22,0,2,84.494022
0,69,1,56,0,1,331.2
16994,112,25,12,0,8,806.4
64270,117,12,58,0,1,46.104534
0,83,4,3,0,3,597.6
0,145,29,70,0,1,358.765757
56342,69,12,89,0,1,331.2
0,70,25,21,0,6,837.438442
28327,185,29,26,0,3,888.0
95697,61,16,55,0,1,114.273025
26876,76,17,72,0,8,364.8
0,102,17,91,0,2,734.4
0,61,31,43,0,2,657.808231
32918,84,33,69,0,3,403.2
0,71,4,76,0,2,447.333545
63127,74,35,17,1,1,174.292234
22022,136,35,1,0,2,979.2
51725,138,9,16,1,2,159.004261
79090,107,2,74,0,3,289.040734
39719,131,1,57,0,3,628.8
58194,84,26,23,0,2,450.996589
61990,72,21,47,0,9,48.884434
41479,94,14,38,1,1,19.575683
97899,95,29,73,3,7,3.772105
63878,113,32,47,0,9,370.285349
68671,70,30,49,0,6,8.076879
0,102,19,13,0,3,1178.995926
34640,117,23,54,2,1,466.318191
21959,71,0,69,0,1,340.8
51584,69,11,98,2,2,368.919773
65744,62,9,77,0,1,166.507217
25198,118,26,36,0,4,566.4
79663,69,14,39,0,1,263.957201
31071,111,0,57,2,1,215.23091
39452,131,6,54,0,1,398.190882
25813,61,16,97,0,8,205.332749
59965,131,7,54,0,7,905.030448
0,63,23,90,0,1,544.362598
98701,94,22,66,0,3,79.615631
0,121,5,94,0,8,871.2
64388,68,9,46,0,2,12.394834
66841,62,4,73,0,1,123.436634
33738,74,6,50,1,1,304.390472
43334,95,3,72,2,1,614.367195
0,91,13,89,0,1,245.673365
83431,84,13,33,0,1,403.2
57647,94,3,99,0,1,451.2
0,79,17,4,0,3,379.2
38210,69,25,41,0,3,383.043363
0,67,28,72,0,2,482.4
49734,69,3,41,0,2,154.748539
97131,64,5,80,0,6,307.2
11689,117,7,46,0,1,561.6
17120,125,14,95,0,1,717.285949
82157,188,5,33,0,1,1353.6
63297,82,1,33,0,1,251.756739
66014,102,34,11,0,2,459.966453
98121,67,22,49,0,1,383.655742
93495,129,8,0,0,9,618.20653
89382,112,2,61,0,3,573.990258
97742,132,6,52,0,1,199.590599
0,114,29,96,0,2,820.8
0,73,30,8,0,1,525.6
77153,99,3,27,1,5,355.641958
94590,81,26,31,0,2,388.8
74163,108,14,63,0,1,518.4
40450,287,8,20,3,7,1377.6
0,71,8,30,0,8,511.2
0,99,12,77,0,4,475.2
33243,85,13,19,0,1,24.555177
0,64,25,80,0,1,199.791024
0,114,33,55,0,2,820.8
20228,101,3,43,1,2,523.815839
92801,100,24,23,0,1,407.045238
0,69,7,45,1,2,406.999443
36845,74,14,33,0,1,355.2
0,63,28,82,0,2,503.204804
72330,81,2,50,2,1,126.509441
19352,65,16,0,0,1,724.463534
0,62,13,6,5,2,297.6
25073,79,3,84,0,2,379.2
20261,72,4,55,0,1,345.6
66851,92,10,70,2,2,408.550442
43860,65,15,58,0,1,156.124914
0,180,21,68,0,1,1777.471271
48019,64,15,94,0,2,137.665031
28786,71,30,69,1,1,345.619809
22283,65,16,93,0,1,572.072106
34133,111,0,72,0,7,226.9684
60880,119,25,89,0,2,109.906628
0,196,5,59,2,1,940.8
48115,192,15,67,0,5,1382.4
32017,62,9,10,2,7,297.6
58518,136,17,9,0,3,323.637414
61542,67,33,83,0,6,321.6
56761,73,31,80,1,1,85.146928
22976,66,19,33,0,4,345.951322
0,72,14,29,0,2,709.082334
0,62,8,98,0,2,446.4
0,66,20,53,0,2,315.950185
44428,104,17,61,0,2,499.2
52361,102,13,78,0,1,645.952371
32435,297,24,68,0,1,1767.348807
40272,86,8,64,0,1,23.387192
30492,61,32,68,0,2,171.38289
51524,244,6,30,0,3,1171.2
36635,63,20,28,0,1,302.4
83389,65,5,57,0,3,209.25613
63035,153,20,97,0,2,734.4
61638,82,3,55,2,1,544.340079
21073,106,25,54,1,3,508.8
0,68,19,2,3,2,326.4
0,82,26,12,0,9,192.7604
0,74,23,64,0,2,532.8
86811,102,19,22,0,5,489.6
72517,82,33,27,0,2,371.458196
0,77,2,71,0,9,554.4
84424,66,18,71,0,9,231.537001
43383,109,7,60,0,8,757.593913
96306,95,12,17,1,6,185.355353
0,61,18,15,0,8,292.8
65134,112,28,48,0,1,529.147483
94125,109,33,21,0,2,341.680131
39778,112,23,49,0,2,806.4
0,101,3,32,0,1,727.2
91871,102,5,3,0,2,346.845129
54000,66,15,45,0,1,373.881547
57709,125,10,26,0,1,600.0
81132,107,19,52,0,1,419.105559
22926,93,1,99,0,2,479.934846
0,72,15,91,2,2,345.6
69205,110,20,56,0,6,372.362565
78011,138,14,42,0,3,619.698644
32931,62,16,45,0,1,297.6
99517,109,2,93,0,3,239.905208
59665,62,33,3,1,1,167.138119
28082,64,9,63,0,1,578.499499
91099,107,14,37,0,3,406.430632
28013,91,16,13,0,1,655.2
55478,71,7,1,0,2,339.399593
22568,88,31,63,0,6,422.4
0,112,11,3,0,1,806.4
39335,201,0,11,0,2,964.8
0,66,0,10,0,1,508.703134
0,72,12,70,0,3,345.6
58842,110,6,74,0,1,528.0
0,69,15,73,0,2,678.209827
0,102,11,90,0,5,489.6
70037,70,6,61,0,1,409.985435
0,62,19,75,0,3,446.4
59847,192,28,62,0,1,921.6
