,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date,year_effective_to_date,month_effective_to_date
180,IU,25463,California,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-18,2011,02
181,KC,11055,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,3,3,Branch,Luxury Car,Medsize,2011-01-24,2011,01
182,PD,33979,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Large,2011-02-18,2011,02
183,NK,71023,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,2,4,Agent,Four-Door Car,Small,2011-01-19,2011,01
184,AB,13432,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-04,2011,01
185,OZ,97704,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,3,Call Center,SUV,Small,2011-02-07,2011,02
186,UF,46533,California,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,3,2,Branch,SUV,Medsize,2011-01-30,2011,01
187,XP,47431,Arizona,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,1,2,Agent,SUV,Medsize,2011-02-17,2011,02
188,GK,73582,California,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,1,3,Branch,Four-Door Car,Medsize,2011-01-13,2011,01
189,RV,98763,Oregon,No,Extended,College,Employed,M,Urban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-02-08,2011,02
190,II,62831,California,No,Basic,Master,Employed,M,Urban,Married,Special Auto,2,4,Web,SUV,Medsize,2011-01-29,2011,01
191,XK,33449,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,3,4,Branch,Two-Door Car,Small,2011-02-05,2011,02
192,TR,85083,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Medsize,2011-01-20,2011,01
193,EO,95328,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,4,Agent,Two-Door Car,Small,2011-01-27,2011,01
194,EN,21086,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Small,2011-01-09,2011,01
195,YL,83902,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-01-11,2011,01
196,AZ,62651,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Single,Corporate Auto,3,4,Web,Luxury SUV,Medsize,2011-02-17,2011,02
197,ZW,25874,Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Special Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-16,2011,02
198,EH,41854,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,3,Branch,Two-Door Car,Medsize,2011-02-10,2011,02
199,MW,70227,California,Yes,Extended,College,Employed,M,Suburban,Married,Personal Auto,1,1,Branch,Four-Door Car,Medsize,2011-02-19,2011,02
200,SL,22297,California,No,Premium,Master,Disabled,F,Suburban,Single,Personal Auto,1,1,Call Center,SUV,Medsize,2011-01-21,2011,01
201,RV,14138,Nevada,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-27,2011,02
202,UO,62808,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,1,2,Call Center,Four-Door Car,Medsize,2011-02-04,2011,02
203,ZX,64745,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,SUV,Medsize,2011-01-18,2011,01
204,FL,34139,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,1,Call Center,Four-Door Car,Medsize,2011-02-03,2011,02
205,TS,11219,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,SUV,Medsize,2011-01-02,2011,01
206,XX,12304,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-09,2011,01
207,SD,64087,California,No,Premium,College,Employed,M,Suburban,Married,Corporate Auto,2,1,Branch,SUV,Small,2011-01-19,2011,01
208,OY,38576,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,3,2,Agent,SUV,Medsize,2011-01-11,2011,01
209,BG,76355,Washington,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,3,3,Web,Four-Door Car,Medsize,2011-01-31,2011,01
210,IP,66913,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Small,2011-01-11,2011,01
211,LE,95702,California,Yes,Basic,College,Retired,M,Suburban,Single,Special Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-11,2011,02
212,KX,54357,Washington,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,3,2,Web,Two-Door Car,Small,2011-01-22,2011,01
213,EZ,78112,California,No,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-24,2011,02
214,XN,16891,Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,1,4,Agent,Four-Door Car,Small,2011-02-28,2011,02
215,XK,31350,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,1,4,Call Center,Four-Door Car,Large,2011-01-25,2011,01
216,CC,30924,Oregon,No,Premium,College,Employed,M,Urban,Married,Corporate Auto,3,4,Agent,Sports Car,Small,2011-02-26,2011,02
217,IT,78748,Oregon,Yes,Extended,High School or Below,Disabled,F,Suburban,Married,Special Auto,3,1,Agent,Two-Door Car,Small,2011-02-19,2011,02
218,KY,33386,Washington,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Web,Sports Car,Medsize,2011-01-02,2011,01
219,CO,44221,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-02,2011,01
220,LK,60013,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,3,Branch,Four-Door Car,Medsize,2011-01-26,2011,01
221,DE,21533,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,2,1,Call Center,Four-Door Car,Medsize,2011-02-02,2011,02
222,YS,94121,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,1,1,Call Center,Four-Door Car,Small,2011-02-27,2011,02
223,UK,68427,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,2,Branch,Two-Door Car,Small,2011-01-20,2011,01
224,TE,49565,Oregon,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,3,2,Call Center,SUV,Small,2011-01-17,2011,01
225,RA,88421,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-17,2011,01
226,KQ,51983,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Two-Door Car,Medsize,2011-02-24,2011,02
227,CD,88896,Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-14,2011,02
228,YV,22553,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,3,1,Agent,SUV,Small,2011-02-20,2011,02
229,WU,14435,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,1,1,Agent,Four-Door Car,Small,2011-02-19,2011,02
230,XV,84099,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,1,1,Call Center,Four-Door Car,Medsize,2011-02-08,2011,02
231,RI,24911,Arizona,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,3,2,Agent,Two-Door Car,Medsize,2011-02-06,2011,02
232,KO,26461,Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-27,2011,02
233,HI,14283,Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,3,1,Web,SUV,Small,2011-02-01,2011,02
234,PT,50227,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,3,Call Center,Two-Door Car,Medsize,2011-02-23,2011,02
235,BH,36570,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Two-Door Car,Small,2011-01-11,2011,01
236,TX,17484,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,2,1,Web,Four-Door Car,Large,2011-02-10,2011,02
237,CT,41158,Washington,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,1,2,Branch,SUV,Large,2011-02-25,2011,02
238,AO,87348,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-02-16,2011,02
239,DE,55857,Washington,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-01-30,2011,01
240,LF,66923,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Small,2011-02-11,2011,02
241,CN,24514,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,1,3,Agent,Four-Door Car,Large,2011-01-14,2011,01
242,UW,32074,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Small,2011-02-14,2011,02
243,HP,36979,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,2,2,Web,Two-Door Car,Large,2011-02-03,2011,02
244,PP,40919,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-01-31,2011,01
245,RO,73268,California,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Corporate Auto,2,3,Agent,Two-Door Car,Medsize,2011-02-15,2011,02
246,HO,61691,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,1,4,Agent,Four-Door Car,Medsize,2011-02-27,2011,02
247,BS,13062,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Small,2011-01-21,2011,01
248,FO,35655,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Luxury SUV,Medsize,2011-01-14,2011,01
249,HR,10526,California,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Medsize,2011-01-25,2011,01
250,IA,63417,Arizona,No,Premium,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,3,3,Web,Two-Door Car,Medsize,2011-02-02,2011,02
251,BH,35016,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-02-09,2011,02
252,PK,52952,Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Personal Auto,3,1,Call Center,SUV,Medsize,2011-02-28,2011,02
253,OD,76309,Washington,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,3,1,Agent,SUV,Small,2011-01-27,2011,01
254,IL,28481,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large,2011-02-19,2011,02
255,GY,55092,Nevada,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,3,2,Agent,SUV,Medsize,2011-02-18,2011,02
256,UF,33451,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-14,2011,02
257,CF,15558,California,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Small,2011-01-30,2011,01
258,JM,62924,Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-02-09,2011,02
259,EM,66435,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-06,2011,02
260,QX,45933,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Small,2011-02-23,2011,02
261,JI,71369,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,1,1,Web,Four-Door Car,Medsize,2011-02-22,2011,02
262,JU,93290,Arizona,No,Basic,College,Medical Leave,F,Suburban,Divorced,Personal Auto,2,1,Web,Four-Door Car,Medsize,2011-01-16,2011,01
263,GU,66096,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-02,2011,02
264,UC,33108,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Small,2011-02-22,2011,02
265,LW,93867,Oregon,No,Basic,College,Medical Leave,M,Rural,Married,Corporate Auto,1,1,Web,Four-Door Car,Medsize,2011-01-03,2011,01
266,OU,78470,Arizona,No,Extended,Master,Employed,F,Rural,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-27,2011,02
267,XW,90265,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Two-Door Car,Small,2011-02-15,2011,02
268,HS,67749,California,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,1,4,Agent,Four-Door Car,Medsize,2011-01-11,2011,01
269,VZ,51506,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,3,2,Call Center,Sports Car,Medsize,2011-01-21,2011,01
270,UI,64281,Nevada,No,Basic,Master,Medical Leave,F,Rural,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-01-26,2011,01
271,AE,98193,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,SUV,Medsize,2011-01-01,2011,01
272,AZ,74055,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Medsize,2011-02-23,2011,02
273,XS,76911,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Sports Car,Small,2011-02-04,2011,02
274,AY,40674,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,SUV,Medsize,2011-02-06,2011,02
275,,12740,Oregon,No,Basic,Master,Disabled,M,Rural,Married,Special Auto,3,1,Web,Two-Door Car,Medsize,2011-02-10,2011,02
276,UA,84837,Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-02,2011,01
277,DJ,51510,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize,2011-02-10,2011,02
278,VM,58985,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,Two-Door Car,Medsize,2011-01-19,2011,01
279,OH,60605,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Medsize,2011-02-23,2011,02
280,UO,98052,Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal Auto,2,1,Web,Four-Door Car,Medsize,2011-01-07,2011,01
281,NC,53424,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,2,4,Web,Two-Door Car,Medsize,2011-01-14,2011,01
282,LQ,13873,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-02-15,2011,02
283,LA,97014,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-02-24,2011,02
284,NB,79936,Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,2,1,Branch,Two-Door Car,Medsize,2011-02-02,2011,02
285,NT,89061,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-07,2011,01
286,AF,10970,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize,2011-02-28,2011,02
287,ZG,48513,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-17,2011,02
288,JQ,59145,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,1,1,Agent,Sports Car,Medsize,2011-02-12,2011,02
289,FE,84989,Washington,No,Basic,College,Employed,M,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Large,2011-01-09,2011,01
290,JT,52858,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,1,3,Branch,Four-Door Car,Medsize,2011-01-10,2011,01
291,MC,62068,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,2,4,Agent,Four-Door Car,Large,2011-01-08,2011,01
292,EU,27538,Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,3,1,Branch,Luxury Car,Medsize,2011-01-25,2011,01
293,RH,42306,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,2,3,Web,Four-Door Car,Small,2011-01-27,2011,01
294,US,23612,Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Personal Auto,2,1,Call Center,Two-Door Car,Large,2011-01-12,2011,01
295,WV,76014,Arizona,No,Basic,Doctor,Employed,M,Rural,Single,Special Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-16,2011,01
296,RK,96223,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-22,2011,01
297,MF,82000,Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-13,2011,01
298,FM,46980,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Small,2011-02-11,2011,02
299,SY,56792,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,3,3,Web,Four-Door Car,Medsize,2011-01-04,2011,01
300,RF,61565,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-29,2011,01
301,IM,94808,Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,3,4,Web,Four-Door Car,Medsize,2011-02-28,2011,02
302,VI,14730,Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,2,1,Web,Sports Car,Medsize,2011-02-04,2011,02
303,YR,34119,Washington,No,Basic,College,Employed,F,Rural,Married,Personal Auto,1,1,Agent,SUV,Small,2011-02-02,2011,02
304,RR,77985,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,1,1,Call Center,Four-Door Car,Medsize,2011-01-03,2011,01
305,VC,22097,Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,SUV,Medsize,2011-02-21,2011,02
306,WV,17090,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,1,2,Call Center,SUV,Medsize,2011-02-01,2011,02
307,TM,23514,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,3,3,Web,SUV,Medsize,2011-01-01,2011,01
308,MQ,68407,Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-28,2011,02
309,GJ,59592,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,2,2,Call Center,Four-Door Car,Small,2011-01-12,2011,01
310,FY,56083,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Four-Door Car,Small,2011-02-13,2011,02
311,UA,94723,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-29,2011,01
312,FW,91032,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,2,4,Agent,Four-Door Car,Medsize,2011-02-13,2011,02
313,DE,34457,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,3,3,Call Center,SUV,Small,2011-01-22,2011,01
314,HD,32044,Oregon,No,Premium,Master,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-25,2011,01
315,HH,30454,Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,SUV,Medsize,2011-02-23,2011,02
316,AH,84063,Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,3,3,Call Center,SUV,Medsize,2011-02-18,2011,02
317,QA,17596,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small,2011-01-03,2011,01
318,XI,41052,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,2,3,Call Center,SUV,Medsize,2011-01-09,2011,01
319,DI,30528,California,Yes,Basic,Master,Employed,F,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Large,2011-01-03,2011,01
320,SC,66359,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,3,4,Agent,SUV,Small,2011-02-21,2011,02
321,EN,61670,Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-02-22,2011,02
322,DQ,10761,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-09,2011,01
323,BQ,51587,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-02-07,2011,02
324,JE,21522,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,Four-Door Car,Medsize,2011-02-26,2011,02
325,WS,47147,California,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,3,1,Branch,SUV,Medsize,2011-01-30,2011,01
326,ZA,64638,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,2,Web,Four-Door Car,Small,2011-02-28,2011,02
327,EW,38459,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,1,2,Web,Four-Door Car,Medsize,2011-02-20,2011,02
328,QW,87316,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-20,2011,01
329,IC,43478,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,1,1,Call Center,Two-Door Car,Medsize,2011-01-22,2011,01
330,TE,34064,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-06,2011,01
331,WU,60905,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,1,3,Web,SUV,Medsize,2011-02-06,2011,02
332,YM,18992,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-02-02,2011,02
