index,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer__lifetime__value,income,monthly__premium__auto,months__since__last__claim,months__since__policy__inception,number_of__open__complaints,number_of__policies
178,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Medsize,5097.763337,0,74,3,95,0,7
179,California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Call Center,Sports Car,Small,4076.634665,29549,104,17,51,0,1
180,California,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,12252.60179,0,115,12,17,1,2
182,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Large,4892.435461,21709,62,28,17,0,3
183,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Small,9942.304791,67890,85,23,57,0,2
184,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,3735.838129,0,110,3,16,0,1
185,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small,13117.52215,84311,111,11,98,4,2
186,California,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Medsize,4574.524094,99316,114,26,53,0,1
187,Arizona,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize,5470.060561,54507,138,20,11,0,1
188,California,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,2978.84601,64586,76,3,17,0,1
189,Oregon,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,6410.967544,61709,82,5,41,2,7
190,California,No,Basic,Master,Employed,M,Urban,Married,Special Auto,Special L2,Offer4,Web,SUV,Medsize,4479.023088,94656,111,12,79,1,1
191,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Special L3,Offer4,Branch,Two-Door Car,Small,2383.731879,0,69,5,40,0,1
192,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,2764.493659,61085,70,27,34,1,1
193,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Small,7920.105377,89284,67,7,31,3,2
194,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Small,6889.097981,0,63,6,12,0,2
195,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,3274.194616,31686,81,11,33,0,1
197,Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Special Auto,Special L3,Offer1,Branch,Four-Door Car,Medsize,2521.555686,53703,67,3,45,2,1
199,California,Yes,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,6047.02516,20396,76,15,60,1,4
200,California,No,Premium,Master,Disabled,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,11140.30248,27679,150,30,28,0,3
201,Nevada,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,4334.064096,23904,123,1,67,3,1
202,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Call Center,Four-Door Car,Medsize,2799.74791,65351,69,4,54,0,1
203,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,7923.136624,0,113,20,1,0,7
204,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,3688.110888,0,63,0,54,3,7
205,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,12067.45599,0,116,14,35,0,2
206,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,2924.976721,64459,72,16,64,0,1
208,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize,9277.233839,71416,116,10,0,0,3
209,Washington,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,6274.123875,68964,78,15,6,0,3
210,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,3886.647414,78108,98,12,34,0,1
211,California,Yes,Basic,College,Retired,M,Suburban,Single,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Medsize,4386.277558,10621,67,28,22,0,5
212,Washington,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Web,Two-Door Car,Small,11365.26766,84910,95,4,69,0,2
213,California,No,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Medsize,5610.96434,77493,70,2,35,0,3
214,Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Small,2912.892035,81097,74,7,67,0,1
215,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Call Center,Four-Door Car,Large,6915.729915,96610,85,6,23,0,3
216,Oregon,No,Premium,College,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer4,Agent,Sports Car,Small,6262.663307,30110,159,20,71,0,1
217,Oregon,Yes,Extended,High School or Below,Disabled,F,Suburban,Married,Special Auto,Special L3,Offer1,Agent,Two-Door Car,Small,6503.397049,22081,84,1,9,0,6
218,Washington,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Sports Car,Medsize,8007.399376,0,112,12,93,0,3
219,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,2929.916512,98473,72,19,69,0,1
220,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,5969.55297,97431,74,1,72,0,3
221,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,5473.15987,93870,69,1,96,0,8
222,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Small,5645.396665,50366,72,9,5,0,9
223,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small,6369.262355,34498,83,30,72,0,7
224,Oregon,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,SUV,Small,11833.76732,16552,103,23,53,0,2
225,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,6121.107929,26787,77,7,50,0,5
226,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize,5159.369746,0,74,2,42,0,9
227,Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,2514.59196,43860,65,15,58,0,1
228,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Small,8668.611261,21474,114,13,72,2,9
229,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Small,4960.965384,18174,66,8,16,0,9
230,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize,5504.139033,0,73,18,45,0,5
231,Arizona,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,7507.455372,60920,64,10,61,0,2
233,Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,SUV,Small,5657.031588,0,152,12,89,0,1
234,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Two-Door Car,Medsize,5061.757902,0,68,19,16,0,8
235,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Small,5912.783829,72208,73,3,84,0,8
236,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Large,15182.27975,53863,63,12,30,0,2
237,Washington,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,Corporate L1,Offer2,Branch,SUV,Large,10747.03094,66446,136,8,77,0,3
238,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,2050.623512,0,61,18,26,0,1
239,Washington,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,2465.444865,64997,63,7,99,1,1
240,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Small,5343.121327,64460,66,18,42,0,3
241,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Large,8119.829071,46618,67,22,77,0,2
242,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Small,4605.265164,0,64,13,64,0,4
243,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Large,6408.785577,49988,84,6,37,5,5
244,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,2376.533508,0,91,2,8,5,1
245,California,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer3,Agent,Two-Door Car,Medsize,3211.070017,16269,86,6,84,0,1
246,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize,5094.522262,72006,64,4,38,0,3
249,California,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,8044.73072,44320,67,13,79,0,2
250,Arizona,No,Premium,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Medsize,4001.519098,19782,108,13,66,0,1
252,Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,8544.411077,28224,109,13,13,0,8
253,Washington,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Small,7805.31287,21073,106,25,54,1,3
254,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Large,6112.756868,63243,77,21,73,0,3
255,Nevada,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,4772.943848,20993,133,35,90,0,1
256,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,10979.09559,94827,135,5,64,0,4
257,California,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Small,5004.263818,39161,63,18,83,1,4
258,Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,13223.04379,37534,84,2,0,2,2
259,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,2623.31543,80210,65,30,28,0,1
261,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Medsize,5106.111827,30110,64,2,4,0,5
263,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,5457.342569,94731,67,23,65,0,4
264,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small,6563.644143,32375,83,17,83,0,6
265,Oregon,No,Basic,College,Medical Leave,M,Rural,Married,Corporate Auto,Corporate L1,Offer1,Web,Four-Door Car,Medsize,4812.525221,16531,63,0,40,0,4
267,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small,5773.520711,81676,72,21,86,0,8
268,California,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Medsize,6847.1189,71038,86,15,56,0,3
269,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Sports Car,Medsize,3595.31286,0,103,20,43,0,1
271,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize,7859.414569,0,113,19,10,0,7
272,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,4115.577437,52405,103,2,27,0,1
273,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Small,5029.638777,0,133,3,89,0,1
274,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize,4821.418454,26583,128,6,46,4,1
275,Oregon,No,Basic,Master,Disabled,M,Rural,Married,Special Auto,Special L3,Offer1,Web,Two-Door Car,Medsize,5004.310469,25486,65,15,53,0,3
276,Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,8630.053943,24065,111,30,1,0,5
277,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,9322.08512,70435,116,0,50,0,4
279,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,3652.532435,39679,92,2,85,0,1
280,Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize,6158.601171,0,89,13,45,0,5
281,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Two-Door Car,Medsize,4376.083958,0,69,21,70,4,3
282,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,5569.456156,53565,71,27,34,1,6
283,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,2576.513006,37574,66,19,14,1,1
284,Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,8346.983233,48259,108,14,79,0,3
285,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,6323.923864,78532,78,25,87,0,3
286,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,5973.14343,96163,73,23,90,0,3
287,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,4706.676993,0,72,0,86,0,7
288,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Sports Car,Medsize,8093.410258,0,114,9,72,1,5
289,Washington,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Large,5035.744643,72672,63,7,39,0,5
290,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,9027.867218,99002,112,33,75,1,8
291,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Large,7288.884849,79494,91,19,30,0,3
293,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer3,Web,Four-Door Car,Small,4992.063043,0,71,6,5,0,3
294,Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Large,9102.267849,26049,118,17,6,0,6
295,Arizona,No,Basic,Doctor,Employed,M,Rural,Single,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize,2540.407726,70125,64,21,77,0,1
296,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,12941.89193,52369,110,34,49,1,2
297,Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize,2365.348601,0,66,25,51,2,1
298,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Small,5720.765064,41770,72,0,60,0,9
299,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Web,Four-Door Car,Medsize,7035.534088,0,101,16,88,0,8
300,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,2636.97773,31911,67,33,27,0,1
301,Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize,5395.831967,70051,68,15,69,0,8
302,Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Web,Sports Car,Medsize,8382.630118,19683,117,17,41,1,9
304,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,2887.742258,0,80,24,95,0,1
305,Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,8714.922135,0,118,14,64,0,4
307,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer3,Web,SUV,Medsize,10272.6082,60145,132,8,28,0,3
308,Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,4376.363592,63774,111,18,63,0,1
309,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Small,5318.89664,25134,67,3,0,0,6
310,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small,4719.762191,37057,61,5,48,1,6
311,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,4428.031583,58577,110,6,62,0,1
312,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer4,Agent,Four-Door Car,Medsize,5879.176092,85857,73,3,19,0,6
313,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small,9416.908485,70602,116,8,47,0,3
314,Oregon,No,Premium,Master,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,8288.155579,33816,106,10,97,2,3
316,Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer3,Call Center,SUV,Medsize,4719.450052,89642,121,11,20,4,1
317,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,3903.474784,60068,98,17,75,0,1
318,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize,5457.259678,50044,139,16,14,0,1
319,California,Yes,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large,2725.356404,36650,69,2,70,1,1
320,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Agent,SUV,Small,4433.97368,50653,110,29,42,0,1
321,Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,5332.462694,68931,66,32,30,0,7
322,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,2315.094985,0,73,14,39,1,1
323,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,5411.953687,0,73,1,22,0,5
324,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,9587.33234,39266,80,33,31,0,2
326,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Small,9764.945308,0,98,24,11,1,2
327,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize,2567.151468,40864,65,2,75,0,1
328,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,2650.622781,39035,68,15,65,0,1
329,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,Two-Door Car,Medsize,11264.36334,34923,98,23,82,0,2
