,customer,response,effective_to_date,gender_f,gender_m,corporate_auto,personal_auto,special_auto,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_combined_Corporate Auto_L1,policy_combined_Corporate Auto_L2,policy_combined_Corporate Auto_L3,policy_combined_Personal Auto_L1,policy_combined_Personal Auto_L2,policy_combined_Personal Auto_L3,policy_combined_Special Auto_L1,policy_combined_Special Auto_L2,policy_combined_Special Auto_L3,renew_offer_type_Offer1,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,employmentstatus_Disabled,employmentstatus_Employed,employmentstatus_Medical Leave,employmentstatus_Retired,employmentstatus_Unemployed,location_code_Rural,location_code_Suburban,location_code_Urban,vehicle_size_Large,vehicle_size_Medsize,vehicle_size_Small,coverage_Basic,coverage_Extended,coverage_Premium,education_Bachelor,education_College,education_Doctor,education_High School or Below,education_Master,day,week,month
77,QC35222,0,2011-01-01,1,0,1,0,0,0.05615253588984753,0.29379935837595567,48269,69,3,79,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,52,1
78,CJ15590,0,2011-02-01,1,0,0,1,0,0.05698980513271845,0.3348911494419566,32720,67,13,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,5,2
79,OI48267,1,2011-02-19,0,1,0,1,0,0.2966121289492226,0.37989038108007633,20396,76,15,60,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,19,7,2
80,JY67916,0,2011-01-27,0,1,0,1,0,0.8059040647099105,0.7080385196172775,21513,119,21,81,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,27,4,1
81,OE75231,1,2011-02-27,1,0,1,0,0,0.6261695341846285,0.657951298814906,72540,88,7,3,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,27,8,2
82,CZ33664,0,2011-01-17,1,0,1,0,0,0.04501322954401332,0.01227065506189815,80744,63,24,84,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,17,3,1
83,WK30175,0,2011-02-10,0,1,1,0,0,0.055339345888446745,0.3650250442807022,52822,67,23,88,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,10,6,2
84,ON44465,0,2011-01-24,1,0,0,1,0,0.24415789084360565,0.8992509921643086,0,77,8,10,1,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,24,4,1
85,KH48895,0,2011-02-15,1,0,0,1,0,0.4630637179250673,0.13800731123349402,17780,109,12,18,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,15,7,2
86,NZ30757,0,2011-02-16,0,1,0,1,0,0.20758142060580878,0.30989157630966785,18107,62,29,11,0,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,16,7,2
87,RI22468,0,2011-01-22,1,0,0,1,0,0.27508787171459526,0.28104324493659266,57740,74,30,87,3,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,22,3,1
88,FZ30935,0,2011-02-25,0,1,0,1,0,0.2979769256803343,0.39576166945282737,32627,76,11,60,0,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,25,8,2
89,UG93476,1,2011-01-11,1,0,0,1,0,0.4363947899620675,0.5348877345002667,0,107,3,65,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,11,2,1
90,AB96670,1,2011-01-31,0,1,0,1,0,0.035452305855886185,0.442875043116972,0,70,24,10,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,31,5,1
91,XK64261,0,2011-01-12,0,1,1,0,0,0.20480450201639763,0.050949225875301506,65795,62,2,85,1,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,12,2,1
92,EV68375,1,2011-02-16,0,1,0,1,0,0.17389006479938626,0.5348877345002667,60475,107,9,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,16,7,2
93,UN51653,0,2011-02-09,1,0,0,1,0,0.5365105366562725,0.9748802216285489,0,130,28,88,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,9,6,2
94,TO96662,0,2011-01-19,1,0,0,1,0,0.3623590412872538,0.14787639271892766,41837,88,29,93,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,19,3,1
95,MR52087,0,2011-01-04,1,0,0,1,0,0.41435850757211523,0.046929942421233155,32303,65,13,34,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4,1,1
96,DE75225,0,2011-01-09,0,1,0,1,0,0.4875280187946006,0.5848868807648442,0,117,5,89,1,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9,1,1
97,EP80820,0,2011-01-27,1,0,0,1,0,0.28815656477064366,0.03173732266854876,40531,74,17,32,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,27,4,1
98,GU99037,0,2011-02-14,0,1,1,0,0,0.03967462634447205,0.2828157875870936,79898,62,5,86,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,14,7,2
99,WI57118,0,2011-02-27,0,1,0,1,0,0.34340547958544587,0.42488961271819614,56398,85,4,18,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,27,8,2
100,YQ74870,0,2011-02-12,0,1,1,0,0,0.4045055107439933,0.48988850286214686,35257,98,16,2,1,8,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,12,6,2
101,MQ14219,0,2011-02-26,0,1,0,1,0,0.4714526707637613,0.8173829108951297,27804,109,19,54,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,26,8,2
102,KN20603,0,2011-02-20,0,1,0,1,0,0.4157475353173882,0.3298912348154988,45506,66,16,32,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,20,7,2
103,JI70886,0,2011-02-15,0,1,1,0,0,0.3854770491833064,0.509888161367978,0,102,11,70,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,15,7,2
104,VF72557,1,2011-02-18,0,1,0,1,0,0.20552840327850788,0.6648855147881683,20993,133,35,90,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,18,7,2
105,OX28638,0,2011-01-21,0,1,0,1,0,0.3509061630531547,0.4849239563817781,37839,86,35,77,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,21,3,1
106,SK55033,0,2011-01-15,1,0,0,1,0,0.040875943012102484,0.3836404691306562,92711,62,24,10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,15,2,1
107,OO88645,0,2011-02-05,1,0,1,0,0,0.08621056077372521,0.24666557360199742,74665,78,10,90,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,5,5,2
108,YT36855,0,2011-02-24,0,1,0,1,0,0.07748542070044401,0.6068438881406099,0,83,26,89,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,24,8,2
109,CW82151,0,2011-01-05,0,1,0,1,0,0.5007662324386464,0.06667662816324077,46833,112,6,3,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,5,1,1
110,DY22043,0,2011-01-28,1,0,0,1,0,0.25746593150696406,0.3398910640684143,88768,68,17,77,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,28,4,1
111,SH36774,0,2011-01-12,0,1,0,1,0,0.9383449156634739,0.9598804777491757,28262,192,9,77,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,12,2,1
112,EM43724,0,2011-02-16,1,0,0,1,0,0.043687386707481124,0.10603719253993737,33555,63,17,11,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,16,7,2
113,XA55993,0,2011-02-07,1,0,0,1,0,0.08832525486247775,0.14963159816546132,58850,78,20,26,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,7,6,2
114,GO36627,0,2011-01-13,0,1,0,0,1,0.1386503362930215,0.44163636739236006,21880,97,29,37,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,13,2,1
115,QH48047,1,2011-01-03,0,1,0,1,0,0.7072113057406508,0.3298912348154988,25251,66,13,43,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3,1,1
116,RB50392,0,2011-02-17,1,0,0,1,0,0.4246533162772522,0.0027144609422460777,0,69,9,12,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,17,7,2
117,UH65059,0,2011-01-21,0,1,0,1,0,0.17213301351369573,0.5448875637531823,24188,109,14,82,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,21,3,1
118,FV21968,0,2011-01-26,1,0,0,0,1,0.2913899290412876,0.11843807141993049,41611,74,14,8,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,26,4,1
119,QA87025,0,2011-01-31,1,0,0,1,0,0.2696903298101615,0.20080564728523928,28406,72,16,35,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,31,5,1
120,TQ13499,0,2011-01-02,0,1,0,1,0,0.20258341956045953,0.8630724630376936,69833,118,32,99,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,52,1
121,BU44523,0,2011-02-07,1,0,1,0,0,0.4381156412089676,0.5548873930060977,0,74,15,91,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,7,6,2
122,PU25891,0,2011-01-11,1,0,0,0,1,0.5519223704402814,0.05593623343048083,80536,119,5,83,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,11,2,1
123,RB81636,0,2011-01-15,1,0,0,1,0,0.026935025596505485,0.6318053004661612,0,63,2,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,15,2,1
124,SX26335,0,2011-02-08,1,0,0,1,0,0.5472480901793669,0.3018835880460674,97732,79,0,70,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,8,6,2
125,AZ95587,0,2011-01-11,1,0,0,0,1,0.6069867871402592,0.40885277300556755,61222,89,20,55,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,11,2,1
126,DS81757,0,2011-01-09,0,1,0,1,0,0.04090024151256649,0.7511780059272154,0,74,7,20,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,9,1,1
127,OJ94107,0,2011-02-04,0,1,0,1,0,0.26601762456195044,0.47543442674882985,50335,140,9,54,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4,5,2
128,YV64727,0,2011-02-16,0,1,1,0,0,0.34273147522197667,0.8398825267141896,63221,168,28,49,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,16,7,2
129,LM19287,1,2011-02-24,1,0,0,1,0,0.13107619419933805,0.47988867360923143,0,96,31,34,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,24,8,2
130,ZU18643,0,2011-01-18,0,1,1,0,0,0.12601941651630824,0.2623841406241321,64495,92,34,30,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,18,3,1
131,AZ82578,0,2011-01-30,1,0,1,0,0,0.4311417904923286,0.35989072257424537,0,72,7,75,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,30,4,1
132,XC67861,0,2011-01-09,1,0,1,0,0,0.22260070272393165,0.3348911494419566,28859,67,24,51,3,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,9,1,1
133,YC43143,0,2011-02-01,1,0,0,1,0,0.43539035636112455,0.10328844572478925,77330,99,0,21,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,5,2
134,EK59571,1,2011-02-28,0,1,1,0,0,0.14208216762824274,0.5248879052473512,0,105,3,92,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,28,9,2
135,GD83998,0,2011-01-31,0,1,0,1,0,0.05442729610305205,0.34989089332132983,24495,70,29,65,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,31,5,1
136,WA25797,1,2011-02-17,0,1,0,1,0,0.47660489438183273,0.1853171659177253,95697,107,29,29,0,9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,17,7,2
137,PD27940,0,2011-02-12,0,1,0,1,0,0.21355088490472487,0.6298861124029639,26372,126,11,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,12,6,2
138,BS77946,0,2011-02-24,1,0,0,1,0,0.561573214908379,0.008555814326137046,17514,127,2,5,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,24,8,2
139,YM50253,0,2011-02-01,1,0,0,1,0,0.07493167338027712,0.32968210088646066,89270,74,17,90,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,5,2
140,NR15332,0,2011-02-06,0,1,0,1,0,0.04883486655320174,0.32489132018904104,29757,65,13,55,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,6,5,2
141,RC62865,0,2011-01-23,0,1,0,1,0,0.1157688981279417,0.05854245559590403,51814,92,28,89,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,23,3,1
142,CC15295,0,2011-01-21,1,0,0,1,0,0.5608613921931603,0.4098898688388229,24028,82,14,27,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,21,3,1
143,KA61892,1,2011-01-20,0,1,0,1,0,0.14123792005861194,0.7308304710697064,28142,105,18,50,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,20,3,1
144,OS94884,0,2011-01-06,1,0,0,1,0,0.4111570329386385,0.13396287508390795,52705,64,14,8,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6,1,1
145,ND87334,0,2011-02-22,0,1,1,0,0,0.02785162892008644,0.707560179868262,0,63,1,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,22,8,2
146,ML93326,0,2011-02-27,1,0,0,1,0,0.1842588327730588,0.5177284722863357,84903,111,7,63,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,27,8,2
147,YL74911,1,2011-02-21,1,0,0,1,0,0.48733935640315584,0.589886795391302,0,118,14,64,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,21,8,2
148,JP69864,1,2011-01-29,1,0,0,1,0,0.02505300004430186,0.36224236887821804,24910,63,7,63,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,29,4,1
149,HL53154,0,2011-02-22,0,1,0,1,0,0.39449387356395516,0.5773870088251576,0,77,15,12,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,22,8,2
150,RI78966,0,2011-02-21,0,1,0,1,0,0.41986998522872454,0.4846956436135519,21876,68,12,28,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,21,8,2
151,IC13702,0,2011-01-10,1,0,0,1,0,0.3624768115339376,0.5173880333076646,0,69,33,61,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,10,2,1
152,BE10809,1,2011-01-18,1,0,0,1,0,0.1681634948561356,0.3048916616832101,0,61,17,1,1,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,18,3,1
153,TS19868,0,2011-01-27,0,1,0,1,0,0.03682664903923488,0.5648032664008927,27501,63,20,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,27,4,1
154,LP45550,0,2011-01-15,1,0,0,1,0,0.9626691938933473,0.31567105991665184,15897,101,30,99,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,15,2,1
155,QR87004,0,2011-01-09,1,0,0,1,0,0.46889784859554295,0.026394399315631683,25141,73,12,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,9,1,1
156,OE75747,0,2011-01-28,1,0,0,1,0,0.0208488957101734,0.3048916616832101,0,61,5,46,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,28,4,1
157,DX91392,1,2011-02-26,0,1,0,1,0,0.27753559826775487,0.8207092218067041,51066,74,23,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,26,8,2
