,customer,state,response,coverage,education,effective_to_date,employmentstatus,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,gender_f,gender_m,policy_combined,corporate_auto,personal_auto,special_auto,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
129,LM19287,Oregon,1,Extended,High School or Below,2011-02-24,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Large,1,0,Personal Auto_L1,0,1,0,3731.504584,460.8,0,96,31,34,0,1
130,ZU18643,Nevada,0,Extended,Bachelor,2011-01-18,Employed,Urban,Married,Offer4,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,3660.770258,251.992083,64495,92,34,30,0,1
131,AZ82578,California,0,Basic,College,2011-01-30,Unemployed,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,7928.829252,345.6,0,72,7,75,0,2
132,XC67861,Arizona,0,Basic,Bachelor,2011-01-09,Employed,Suburban,Divorced,Offer1,Call Center,Two-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,5011.751577,321.6,28859,67,24,51,3,4
133,YC43143,Arizona,0,Extended,High School or Below,2011-02-01,Employed,Rural,Married,Offer2,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,7988.258292,99.257608,77330,99,0,21,0,3
134,EK59571,Oregon,1,Premium,College,2011-02-28,Unemployed,Suburban,Married,Offer1,Branch,Four-Door Car,Large,0,1,Corporate Auto_L2,1,0,0,3885.456401,504.0,0,105,3,92,0,1
135,GD83998,Washington,0,Basic,Bachelor,2011-01-31,Employed,Suburban,Single,Offer4,Branch,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0,2659.337982,336.0,24495,70,29,65,0,1
136,WA25797,Washington,1,Basic,High School or Below,2011-02-17,Employed,Rural,Married,Offer2,Agent,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0,8564.768226,178.006524,95697,107,29,29,0,9
137,PD27940,Arizona,0,Extended,High School or Below,2011-02-12,Disabled,Suburban,Married,Offer4,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,4885.162511,604.8,26372,126,11,7,0,1
138,BS77946,Arizona,0,Extended,Bachelor,2011-02-24,Medical Leave,Rural,Married,Offer1,Branch,SUV,Medsize,1,0,Personal Auto_L1,0,1,0,9753.307106,8.312729,17514,127,2,5,0,3
139,YM50253,California,0,Basic,Bachelor,2011-02-01,Employed,Urban,Single,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2946.153697,316.599228,89270,74,17,90,0,1
140,NR15332,California,0,Basic,High School or Below,2011-02-06,Employed,Suburban,Married,Offer2,Web,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0,2581.110945,312.0,29757,65,13,55,0,1
141,RC62865,Oregon,0,Extended,College,2011-01-23,Employed,Rural,Single,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,3517.385764,56.300724,51814,92,28,89,0,1
142,CC15295,Oregon,0,Extended,Bachelor,2011-01-21,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0,9743.350113,393.6,24028,82,14,27,0,2
143,KA61892,Arizona,1,Basic,College,2011-01-20,Retired,Suburban,Married,Offer2,Agent,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0,3873.647046,701.708239,28142,105,18,50,0,1
144,OS94884,Arizona,0,Basic,Bachelor,2011-01-06,Employed,Rural,Married,Offer1,Web,Two-Door Car,Large,1,0,Personal Auto_L2,0,1,0,7649.28199,128.705563,52705,64,14,8,1,2
145,ND87334,California,0,Basic,High School or Below,2011-02-22,Unemployed,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,2287.59692,679.368378,0,63,1,5,0,1
146,ML93326,Washington,0,Basic,College,2011-02-27,Employed,Urban,Married,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L1,0,1,0,4475.424592,497.126827,84903,111,7,63,0,1
147,YL74911,California,1,Basic,College,2011-02-21,Unemployed,Suburban,Divorced,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,8714.922135,566.4,0,118,14,64,0,4
148,JP69864,Washington,1,Basic,Bachelor,2011-01-29,Retired,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,2248.449633,347.857619,24910,63,7,63,1,1
149,HL53154,California,0,Extended,Bachelor,2011-02-22,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,7416.197322,554.4,0,77,15,12,2,2
150,RI78966,Oregon,0,Basic,Master,2011-02-21,Medical Leave,Suburban,Married,Offer1,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,7771.158973,465.41477,21876,68,12,28,0,2
151,IC13702,California,0,Basic,Bachelor,2011-01-10,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,6968.3419,496.8,0,69,33,61,1,2
152,BE10809,California,1,Basic,High School or Below,2011-01-18,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0,4250.282624,292.8,0,61,17,1,1,7
153,TS19868,California,0,Basic,College,2011-01-27,Medical Leave,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,2413.139714,542.319401,27501,63,20,0,0,1
154,LP45550,Oregon,0,Premium,Doctor,2011-01-15,Disabled,Urban,Divorced,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,15363.84716,303.148399,15897,101,30,99,0,2
155,QR87004,Nevada,0,Basic,College,2011-01-09,Employed,Rural,Divorced,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,8456.961887,25.438063,25141,73,12,4,1,2
156,OE75747,Nevada,0,Basic,College,2011-01-28,Unemployed,Suburban,Married,Offer3,Agent,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0,2189.642522,292.8,0,61,5,46,3,1
157,DX91392,California,1,Basic,High School or Below,2011-02-26,Employed,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,5780.182197,787.993313,51066,74,23,0,0,8
158,AB72731,California,0,Basic,Bachelor,2011-01-04,Employed,Rural,Married,Offer2,Call Center,Sports Car,Medsize,1,0,Personal Auto_L2,0,1,0,4639.981638,84.024413,28358,117,24,37,0,1
159,RU49126,Washington,0,Basic,College,2011-02-01,Employed,Rural,Married,Offer2,Agent,SUV,Medsize,1,0,Personal Auto_L2,0,1,0,4465.335703,215.8182,61846,112,1,48,0,1
160,IS12901,Arizona,0,Basic,Bachelor,2011-01-27,Employed,Urban,Married,Offer2,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5968.118877,232.926145,90972,74,3,47,0,8
161,IX37561,Washington,0,Basic,College,2011-02-14,Unemployed,Suburban,Single,Offer3,Web,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5097.763337,532.8,0,74,3,95,0,7
162,HH90090,California,0,Basic,Bachelor,2011-01-23,Employed,Suburban,Divorced,Offer2,Call Center,Sports Car,Small,1,0,Personal Auto_L2,0,1,0,4076.634665,710.433775,29549,104,17,51,0,1
163,IU25463,California,0,Premium,Bachelor,2011-02-18,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,12252.60179,552.0,0,115,12,17,1,2
164,PD33979,Oregon,0,Basic,High School or Below,2011-02-18,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0,4892.435461,408.374746,21709,62,28,17,0,3
165,NK71023,Nevada,0,Extended,Bachelor,2011-01-19,Employed,Suburban,Single,Offer4,Agent,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0,9942.304791,408.0,67890,85,23,57,0,2
166,AB13432,California,0,Basic,Bachelor,2011-01-04,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,3735.838129,792.0,0,110,3,16,0,1
167,OZ97704,California,0,Basic,High School or Below,2011-02-07,Employed,Suburban,Single,Offer3,Call Center,SUV,Small,1,0,Personal Auto_L3,0,1,0,13117.52215,532.8,84311,111,11,98,4,2
168,UF46533,California,0,Basic,College,2011-01-30,Employed,Suburban,Single,Offer2,Branch,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0,4574.524094,754.358929,99316,114,26,53,0,1
169,XP47431,Arizona,1,Extended,Bachelor,2011-02-17,Employed,Suburban,Married,Offer2,Agent,SUV,Medsize,1,0,Personal Auto_L1,0,1,0,5470.060561,702.990032,54507,138,20,11,0,1
170,GK73582,California,0,Extended,Bachelor,2011-01-13,Employed,Urban,Single,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,2978.84601,206.837111,64586,76,3,17,0,1
171,RV98763,Oregon,0,Extended,College,2011-02-08,Employed,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,6410.967544,275.395894,61709,82,5,41,2,7
172,II62831,California,0,Basic,Master,2011-01-29,Employed,Urban,Married,Offer4,Web,SUV,Medsize,0,1,Special Auto_L2,0,0,1,4479.023088,459.738128,94656,111,12,79,1,1
173,XK33449,California,0,Basic,High School or Below,2011-02-05,Unemployed,Suburban,Single,Offer4,Branch,Two-Door Car,Small,1,0,Special Auto_L3,0,0,1,2383.731879,496.8,0,69,5,40,0,1
174,TR85083,California,0,Basic,Bachelor,2011-01-20,Employed,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2764.493659,336.0,61085,70,27,34,1,1
175,EO95328,Oregon,0,Basic,Bachelor,2011-01-27,Employed,Suburban,Married,Offer4,Agent,Two-Door Car,Small,1,0,Personal Auto_L2,0,1,0,7920.105377,321.6,89284,67,7,31,3,2
176,EN21086,Arizona,0,Basic,High School or Below,2011-01-09,Unemployed,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0,6889.097981,302.4,0,63,6,12,0,2
177,YL83902,Washington,0,Extended,Bachelor,2011-01-11,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,3274.194616,430.994107,31686,81,11,33,0,1
178,ZW25874,Oregon,0,Basic,Bachelor,2011-02-16,Employed,Rural,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Special Auto_L3,0,0,1,2521.555686,67.632476,53703,67,3,45,2,1
179,MW70227,California,1,Extended,College,2011-02-19,Employed,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,6047.02516,364.8,20396,76,15,60,1,4
180,SL22297,California,0,Premium,Master,2011-01-21,Disabled,Suburban,Single,Offer1,Call Center,SUV,Medsize,1,0,Personal Auto_L1,0,1,0,11140.30248,722.486994,27679,150,30,28,0,3
181,RV14138,Nevada,1,Extended,Bachelor,2011-02-27,Retired,Suburban,Single,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,4334.064096,590.4,23904,123,1,67,3,1
182,UO62808,Arizona,0,Basic,High School or Below,2011-02-04,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L1,1,0,0,2799.74791,481.027516,65351,69,4,54,0,1
183,FL34139,California,0,Basic,High School or Below,2011-02-03,Unemployed,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,3688.110888,669.682001,0,63,0,54,3,7
184,XX12304,California,0,Basic,College,2011-01-09,Employed,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,2924.976721,240.259479,64459,72,16,64,0,1
185,SD64087,California,0,Premium,College,2011-01-19,Employed,Suburban,Married,Offer1,Branch,SUV,Small,0,1,Corporate Auto_L2,1,0,0,15014.0927,912.0,32961,190,13,53,0,3
186,OY38576,Oregon,0,Basic,High School or Below,2011-01-11,Employed,Suburban,Divorced,Offer2,Agent,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0,9277.233839,556.8,71416,116,10,0,0,3
187,BG76355,Washington,0,Extended,Bachelor,2011-01-31,Employed,Rural,Married,Offer3,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,6274.123875,115.086827,68964,78,15,6,0,3
188,IP66913,California,0,Extended,High School or Below,2011-01-11,Employed,Suburban,Single,Offer2,Agent,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0,3886.647414,470.4,78108,98,12,34,0,1
189,LE95702,California,1,Basic,College,2011-02-11,Retired,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Special Auto_L3,0,0,1,4386.277558,321.6,10621,67,28,22,0,5
190,KX54357,Washington,0,Extended,College,2011-01-22,Employed,Urban,Married,Offer2,Web,Two-Door Car,Small,0,1,Corporate Auto_L3,1,0,0,11365.26766,383.167471,84910,95,4,69,0,2
191,EZ78112,California,0,Basic,High School or Below,2011-02-24,Employed,Urban,Single,Offer1,Agent,Four-Door Car,Medsize,1,0,Special Auto_L3,0,0,1,5610.96434,307.963291,77493,70,2,35,0,3
192,XN16891,Arizona,0,Basic,College,2011-02-28,Employed,Suburban,Divorced,Offer4,Agent,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0,2912.892035,355.2,81097,74,7,67,0,1
193,XK31350,Oregon,0,Extended,College,2011-01-25,Employed,Suburban,Married,Offer4,Call Center,Four-Door Car,Large,1,0,Corporate Auto_L1,1,0,0,6915.729915,520.364752,96610,85,6,23,0,3
194,CC30924,Oregon,0,Premium,College,2011-02-26,Employed,Urban,Married,Offer4,Agent,Sports Car,Small,0,1,Corporate Auto_L3,1,0,0,6262.663307,466.436375,30110,159,20,71,0,1
195,IT78748,Oregon,1,Extended,High School or Below,2011-02-19,Disabled,Suburban,Married,Offer1,Agent,Two-Door Car,Small,1,0,Special Auto_L3,0,0,1,6503.397049,451.670309,22081,84,1,9,0,6
196,KY33386,Washington,1,Basic,High School or Below,2011-01-02,Unemployed,Suburban,Divorced,Offer1,Web,Sports Car,Medsize,1,0,Personal Auto_L3,0,1,0,8007.399376,537.6,0,112,12,93,0,3
197,CO44221,California,0,Basic,College,2011-01-02,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,2929.916512,345.6,98473,72,19,69,0,1
198,LK60013,Oregon,0,Basic,Bachelor,2011-01-26,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5969.55297,355.2,97431,74,1,72,0,3
199,DE21533,California,0,Basic,Bachelor,2011-02-02,Employed,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,5473.15987,331.2,93870,69,1,96,0,8
200,YS94121,Nevada,0,Basic,High School or Below,2011-02-27,Employed,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0,5645.396665,428.734656,50366,72,9,5,0,9
201,UK68427,Washington,1,Extended,High School or Below,2011-01-20,Employed,Suburban,Single,Offer2,Branch,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0,6369.262355,398.4,34498,83,30,72,0,7
202,TE49565,Oregon,0,Basic,College,2011-01-17,Disabled,Suburban,Married,Offer2,Call Center,SUV,Small,1,0,Personal Auto_L3,0,1,0,11833.76732,494.4,16552,103,23,53,0,2
203,RA88421,Oregon,0,Extended,College,2011-01-17,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,6121.107929,369.6,26787,77,7,50,0,5
204,KQ51983,Nevada,0,Basic,College,2011-02-24,Unemployed,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,5159.369746,831.752839,0,74,2,42,0,9
205,CD88896,Nevada,1,Basic,High School or Below,2011-02-14,Employed,Rural,Single,Offer2,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,2514.59196,156.124914,43860,65,15,58,0,1
206,YV22553,Arizona,0,Basic,High School or Below,2011-02-20,Employed,Urban,Married,Offer1,Agent,SUV,Small,0,1,Corporate Auto_L3,1,0,0,8668.611261,373.428187,21474,114,13,72,2,9
207,WU14435,California,0,Basic,Bachelor,2011-02-19,Disabled,Suburban,Married,Offer1,Agent,Four-Door Car,Small,0,1,Corporate Auto_L1,1,0,0,4960.965384,395.934815,18174,66,8,16,0,9
208,XV84099,Arizona,1,Basic,Bachelor,2011-02-08,Unemployed,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L1,1,0,0,5504.139033,350.4,0,73,18,45,0,5
209,RI24911,Arizona,1,Basic,College,2011-02-06,Employed,Urban,Single,Offer2,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,7507.455372,231.201886,60920,64,10,61,0,2
210,HI14283,Oregon,0,Premium,Bachelor,2011-02-01,Unemployed,Suburban,Married,Offer1,Web,SUV,Small,1,0,Personal Auto_L3,0,1,0,5657.031588,729.6,0,152,12,89,0,1
211,PT50227,Arizona,0,Basic,High School or Below,2011-02-23,Unemployed,Suburban,Married,Offer3,Call Center,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5061.757902,326.4,0,68,19,16,0,8
212,BH36570,California,0,Basic,Bachelor,2011-01-11,Employed,Suburban,Married,Offer1,Branch,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0,5912.783829,350.4,72208,73,3,84,0,8
213,TX17484,California,0,Basic,Bachelor,2011-02-10,Employed,Rural,Married,Offer1,Web,Four-Door Car,Large,1,0,Personal Auto_L2,0,1,0,15182.27975,105.765111,53863,63,12,30,0,2
214,CT41158,Washington,0,Extended,College,2011-02-25,Employed,Urban,Divorced,Offer2,Branch,SUV,Large,0,1,Corporate Auto_L1,1,0,0,10747.03094,639.464548,66446,136,8,77,0,3
215,AO87348,Washington,0,Basic,College,2011-02-16,Unemployed,Suburban,Single,Offer2,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,2050.623512,292.8,0,61,18,26,0,1
216,DE55857,Washington,0,Basic,Bachelor,2011-01-30,Employed,Suburban,Single,Offer2,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,2465.444865,383.442328,64997,63,7,99,1,1
217,LF66923,Nevada,0,Basic,High School or Below,2011-02-11,Employed,Suburban,Married,Offer2,Agent,Two-Door Car,Small,1,0,Corporate Auto_L3,1,0,0,5343.121327,316.8,64460,66,18,42,0,3
218,CN24514,Arizona,0,Basic,College,2011-01-14,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Large,1,0,Personal Auto_L1,0,1,0,8119.829071,99.085943,46618,67,22,77,0,2
219,UW32074,Oregon,0,Basic,College,2011-02-14,Unemployed,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,1,0,Corporate Auto_L3,1,0,0,4605.265164,307.2,0,64,13,64,0,4
220,HP36979,California,0,Extended,College,2011-02-03,Employed,Suburban,Married,Offer2,Web,Two-Door Car,Large,0,1,Personal Auto_L2,0,1,0,6408.785577,566.935022,49988,84,6,37,5,5
221,PP40919,California,0,Extended,College,2011-01-31,Unemployed,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,2376.533508,436.8,0,91,2,8,5,1
222,RO73268,California,0,Extended,Bachelor,2011-02-15,Disabled,Suburban,Divorced,Offer3,Agent,Two-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,3211.070017,412.8,16269,86,6,84,0,1
223,HO61691,Arizona,0,Basic,Bachelor,2011-02-27,Employed,Suburban,Divorced,Offer4,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,5094.522262,307.2,72006,64,4,38,0,3
224,HR10526,California,0,Basic,Master,2011-01-25,Employed,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,8044.73072,321.6,44320,67,13,79,0,2
225,IA63417,Arizona,0,Premium,High School or Below,2011-02-02,Retired,Suburban,Divorced,Offer3,Web,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,4001.519098,773.470977,19782,108,13,66,0,1
226,PK52952,Arizona,0,Basic,Doctor,2011-02-28,Employed,Suburban,Single,Offer1,Call Center,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,8544.411077,523.2,28224,109,13,13,0,8
227,OD76309,Washington,1,Basic,College,2011-01-27,Retired,Suburban,Divorced,Offer1,Agent,SUV,Small,1,0,Personal Auto_L3,0,1,0,7805.31287,508.8,21073,106,25,54,1,3
228,IL28481,Oregon,0,Extended,Bachelor,2011-02-19,Employed,Urban,Married,Offer4,Call Center,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0,6112.756868,364.240307,63243,77,21,73,0,3
229,GY55092,Nevada,1,Extended,High School or Below,2011-02-18,Retired,Suburban,Divorced,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,4772.943848,638.4,20993,133,35,90,0,1
230,UF33451,Oregon,0,Extended,Bachelor,2011-02-14,Employed,Urban,Married,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,10979.09559,354.729129,94827,135,5,64,0,4
231,CF15558,California,0,Basic,Master,2011-01-30,Employed,Urban,Married,Offer2,Call Center,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0,5004.263818,283.995953,39161,63,18,83,1,4
232,JM62924,Washington,0,Extended,Bachelor,2011-02-09,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,13223.04379,403.2,37534,84,2,0,2,2
233,EM66435,Oregon,0,Basic,Bachelor,2011-02-06,Employed,Rural,Divorced,Offer1,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,2623.31543,20.543176,80210,65,30,28,0,1
234,JI71369,California,0,Basic,College,2011-02-22,Employed,Rural,Married,Offer1,Web,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,5106.111827,140.165035,30110,64,2,4,0,5
235,GU66096,Arizona,0,Basic,High School or Below,2011-02-02,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,5457.342569,321.6,94731,67,23,65,0,4
236,UC33108,California,0,Extended,Bachelor,2011-02-22,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0,6563.644143,398.4,32375,83,17,83,0,6
237,LW93867,Oregon,0,Basic,College,2011-01-03,Medical Leave,Rural,Married,Offer1,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0,4812.525221,102.879769,16531,63,0,40,0,4
238,XW90265,Arizona,0,Basic,Bachelor,2011-02-15,Employed,Suburban,Married,Offer1,Agent,Two-Door Car,Small,1,0,Personal Auto_L2,0,1,0,5773.520711,463.158502,81676,72,21,86,0,8
239,HS67749,California,0,Extended,College,2011-01-11,Employed,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0,6847.1189,205.444066,71038,86,15,56,0,3
240,VZ51506,Arizona,0,Basic,High School or Below,2011-01-21,Unemployed,Suburban,Single,Offer2,Call Center,Sports Car,Medsize,1,0,Corporate Auto_L3,1,0,0,3595.31286,741.6,0,103,20,43,0,1
241,AE98193,Washington,0,Basic,High School or Below,2011-01-01,Unemployed,Suburban,Single,Offer1,Branch,SUV,Medsize,0,1,Personal Auto_L1,0,1,0,7859.414569,813.6,0,113,19,10,0,7
242,AZ74055,Oregon,0,Premium,High School or Below,2011-02-23,Employed,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,4115.577437,494.4,52405,103,2,27,0,1
243,XS76911,Arizona,0,Extended,High School or Below,2011-02-04,Unemployed,Suburban,Married,Offer1,Agent,Sports Car,Small,1,0,Personal Auto_L3,0,1,0,5029.638777,795.864079,0,133,3,89,0,1
244,AY40674,Washington,0,Extended,Bachelor,2011-02-06,Employed,Suburban,Married,Offer2,Agent,SUV,Medsize,1,0,Personal Auto_L2,0,1,0,4821.418454,614.4,26583,128,6,46,4,1
245,NA12740,Oregon,0,Basic,Master,2011-02-10,Disabled,Rural,Married,Offer1,Web,Two-Door Car,Medsize,0,1,Special Auto_L3,0,0,1,5004.310469,72.438681,25486,65,15,53,0,3
246,UA84837,Arizona,0,Premium,College,2011-01-02,Employed,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,8630.053943,532.8,24065,111,30,1,0,5
247,DJ51510,Arizona,0,Premium,High School or Below,2011-02-10,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,9322.08512,67.881546,70435,116,0,50,0,4
248,OH60605,Oregon,0,Extended,High School or Below,2011-02-23,Employed,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,3652.532435,641.388616,39679,92,2,85,0,1
249,UO98052,Nevada,0,Extended,College,2011-01-07,Unemployed,Urban,Single,Offer1,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,6158.601171,342.481173,0,89,13,45,0,5
250,NC53424,California,0,Basic,Bachelor,2011-01-14,Unemployed,Suburban,Married,Offer4,Web,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,4376.083958,331.2,0,69,21,70,4,3
251,LQ13873,Nevada,0,Basic,High School or Below,2011-02-15,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,5569.456156,340.8,53565,71,27,34,1,6
252,LA97014,Washington,0,Basic,Bachelor,2011-02-24,Employed,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,2576.513006,412.101933,37574,66,19,14,1,1
