,Customer,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer_id,Year,Effective To Date
182,PD,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Large,33979,2011,2011-02-18
183,NK,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer4,Agent,Four-Door Car,Small,71023,2011,2011-01-19
184,AB,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,13432,2011,2011-01-04
185,OZ,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer3,Call Center,SUV,Small,97704,2011,2011-02-07
186,UF,California,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,Offer2,Branch,SUV,Medsize,46533,2011,2011-01-30
187,XP,Arizona,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize,47431,2011,2011-02-17
188,GK,California,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,73582,2011,2011-01-13
189,RV,Oregon,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,98763,2011,2011-02-08
190,II,California,No,Basic,Master,Employed,M,Urban,Married,Special Auto,Offer4,Web,SUV,Medsize,62831,2011,2011-01-29
191,XK,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Offer4,Branch,Two-Door Car,Small,33449,2011,2011-02-05
192,TR,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,85083,2011,2011-01-20
193,EO,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Small,95328,2011,2011-01-27
194,EN,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Small,21086,2011,2011-01-09
195,YL,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,83902,2011,2011-01-11
196,AZ,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer4,Web,Luxury SUV,Medsize,62651,2011,2011-02-17
197,ZW,Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Special Auto,Offer1,Branch,Four-Door Car,Medsize,25874,2011,2011-02-16
198,EH,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,41854,2011,2011-02-10
199,MW,California,Yes,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,70227,2011,2011-02-19
200,SL,California,No,Premium,Master,Disabled,F,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize,22297,2011,2011-01-21
201,RV,Nevada,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,14138,2011,2011-02-27
202,UO,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,62808,2011,2011-02-04
203,ZX,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,64745,2011,2011-01-18
204,FL,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,34139,2011,2011-02-03
205,TS,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,11219,2011,2011-01-02
206,XX,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,12304,2011,2011-01-09
207,SD,California,No,Premium,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Small,64087,2011,2011-01-19
208,OY,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Agent,SUV,Medsize,38576,2011,2011-01-11
209,BG,Washington,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer3,Web,Four-Door Car,Medsize,76355,2011,2011-01-31
210,IP,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Small,66913,2011,2011-01-11
211,LE,California,Yes,Basic,College,Retired,M,Suburban,Single,Special Auto,Offer1,Agent,Four-Door Car,Medsize,95702,2011,2011-02-11
212,KX,Washington,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,Offer2,Web,Two-Door Car,Small,54357,2011,2011-01-22
213,EZ,California,No,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,Offer1,Agent,Four-Door Car,Medsize,78112,2011,2011-02-24
214,XN,Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer4,Agent,Four-Door Car,Small,16891,2011,2011-02-28
215,XK,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer4,Call Center,Four-Door Car,Large,31350,2011,2011-01-25
216,CC,Oregon,No,Premium,College,Employed,M,Urban,Married,Corporate Auto,Offer4,Agent,Sports Car,Small,30924,2011,2011-02-26
217,IT,Oregon,Yes,Extended,High School or Below,Disabled,F,Suburban,Married,Special Auto,Offer1,Agent,Two-Door Car,Small,78748,2011,2011-02-19
218,KY,Washington,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Web,Sports Car,Medsize,33386,2011,2011-01-02
219,CO,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,44221,2011,2011-01-02
220,LK,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,60013,2011,2011-01-26
221,DE,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,21533,2011,2011-02-02
222,YS,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Small,94121,2011,2011-02-27
223,UK,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Two-Door Car,Small,68427,2011,2011-01-20
224,TE,Oregon,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Small,49565,2011,2011-01-17
225,RA,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,88421,2011,2011-01-17
226,KQ,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,51983,2011,2011-02-24
227,CD,Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,88896,2011,2011-02-14
228,YV,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer1,Agent,SUV,Small,22553,2011,2011-02-20
229,WU,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Small,14435,2011,2011-02-19
230,XV,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,84099,2011,2011-02-08
231,RI,Arizona,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,24911,2011,2011-02-06
232,KO,Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,26461,2011,2011-02-27
233,HI,Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Web,SUV,Small,14283,2011,2011-02-01
234,PT,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Call Center,Two-Door Car,Medsize,50227,2011,2011-02-23
235,BH,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small,36570,2011,2011-01-11
236,TX,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Web,Four-Door Car,Large,17484,2011,2011-02-10
237,CT,Washington,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,Offer2,Branch,SUV,Large,41158,2011,2011-02-25
238,AO,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Small,87348,2011,2011-02-16
239,DE,Washington,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Small,55857,2011,2011-01-30
240,LF,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Two-Door Car,Small,66923,2011,2011-02-11
241,CN,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Large,24514,2011,2011-01-14
242,UW,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Small,32074,2011,2011-02-14
243,HP,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Large,36979,2011,2011-02-03
244,PP,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,40919,2011,2011-01-31
245,RO,California,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Corporate Auto,Offer3,Agent,Two-Door Car,Medsize,73268,2011,2011-02-15
246,HO,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,61691,2011,2011-02-27
247,BS,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Small,13062,2011,2011-01-21
248,FO,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Luxury SUV,Medsize,35655,2011,2011-01-14
249,HR,California,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,10526,2011,2011-01-25
250,IA,Arizona,No,Premium,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,Offer3,Web,Two-Door Car,Medsize,63417,2011,2011-02-02
251,BH,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,35016,2011,2011-02-09
252,PK,Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize,52952,2011,2011-02-28
253,OD,Washington,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Offer1,Agent,SUV,Small,76309,2011,2011-01-27
254,IL,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Large,28481,2011,2011-02-19
255,GY,Nevada,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Offer2,Agent,SUV,Medsize,55092,2011,2011-02-18
256,UF,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,33451,2011,2011-02-14
257,CF,California,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Small,15558,2011,2011-01-30
258,JM,Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,62924,2011,2011-02-09
259,EM,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,66435,2011,2011-02-06
260,QX,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,45933,2011,2011-02-23
261,JI,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize,71369,2011,2011-02-22
262,JU,Arizona,No,Basic,College,Medical Leave,F,Suburban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Medsize,93290,2011,2011-01-16
263,GU,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,66096,2011,2011-02-02
264,UC,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,33108,2011,2011-02-22
265,LW,Oregon,No,Basic,College,Medical Leave,M,Rural,Married,Corporate Auto,Offer1,Web,Four-Door Car,Medsize,93867,2011,2011-01-03
266,OU,Arizona,No,Extended,Master,Employed,F,Rural,Single,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,78470,2011,2011-02-27
267,XW,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Small,90265,2011,2011-02-15
268,HS,California,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,Offer4,Agent,Four-Door Car,Medsize,67749,2011,2011-01-11
269,VZ,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer2,Call Center,Sports Car,Medsize,51506,2011,2011-01-21
270,UI,Nevada,No,Basic,Master,Medical Leave,F,Rural,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,64281,2011,2011-01-26
271,AE,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Medsize,98193,2011,2011-01-01
272,AZ,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,74055,2011,2011-02-23
273,XS,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Sports Car,Small,76911,2011,2011-02-04
274,AY,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize,40674,2011,2011-02-06
275,,Oregon,No,Basic,Master,Disabled,M,Rural,Married,Special Auto,Offer1,Web,Two-Door Car,Medsize,12740,2011,2011-02-10
276,UA,Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,84837,2011,2011-01-02
277,DJ,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,51510,2011,2011-02-10
278,VM,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,58985,2011,2011-01-19
279,OH,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,60605,2011,2011-02-23
280,UO,Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal Auto,Offer1,Web,Four-Door Car,Medsize,98052,2011,2011-01-07
281,NC,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Web,Two-Door Car,Medsize,53424,2011,2011-01-14
282,LQ,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,13873,2011,2011-02-15
283,LA,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,97014,2011,2011-02-24
284,NB,Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,79936,2011,2011-02-02
285,NT,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,89061,2011,2011-01-07
286,AF,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,10970,2011,2011-02-28
287,ZG,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,48513,2011,2011-02-17
288,JQ,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Sports Car,Medsize,59145,2011,2011-02-12
289,FE,Washington,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Large,84989,2011,2011-01-09
290,JT,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,52858,2011,2011-01-10
291,MC,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Large,62068,2011,2011-01-08
292,EU,Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Luxury Car,Medsize,27538,2011,2011-01-25
293,RH,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer3,Web,Four-Door Car,Small,42306,2011,2011-01-27
294,US,Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Large,23612,2011,2011-01-12
295,WV,Arizona,No,Basic,Doctor,Employed,M,Rural,Single,Special Auto,Offer2,Branch,Four-Door Car,Medsize,76014,2011,2011-01-16
296,RK,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,96223,2011,2011-01-22
297,MF,Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special Auto,Offer2,Branch,Four-Door Car,Medsize,82000,2011,2011-01-13
298,FM,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,46980,2011,2011-02-11
299,SY,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Offer3,Web,Four-Door Car,Medsize,56792,2011,2011-01-04
300,RF,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,61565,2011,2011-01-29
301,IM,Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer4,Web,Four-Door Car,Medsize,94808,2011,2011-02-28
302,VI,Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Offer1,Web,Sports Car,Medsize,14730,2011,2011-02-04
303,YR,Washington,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,SUV,Small,34119,2011,2011-02-02
304,RR,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,77985,2011,2011-01-03
305,VC,Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,SUV,Medsize,22097,2011,2011-02-21
306,WV,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Call Center,SUV,Medsize,17090,2011,2011-02-01
307,TM,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Offer3,Web,SUV,Medsize,23514,2011,2011-01-01
308,MQ,Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,68407,2011,2011-02-28
309,GJ,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Small,59592,2011,2011-01-12
310,FY,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,56083,2011,2011-02-13
311,UA,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,94723,2011,2011-01-29
312,FW,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer4,Agent,Four-Door Car,Medsize,91032,2011,2011-02-13
313,DE,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,SUV,Small,34457,2011,2011-01-22
314,HD,Oregon,No,Premium,Master,Employed,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,32044,2011,2011-01-25
315,HH,Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,SUV,Medsize,30454,2011,2011-02-23
316,AH,Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Offer3,Call Center,SUV,Medsize,84063,2011,2011-02-18
317,QA,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Small,17596,2011,2011-01-03
318,XI,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer3,Call Center,SUV,Medsize,41052,2011,2011-01-09
319,DI,California,Yes,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Large,30528,2011,2011-01-03
320,SC,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Offer4,Agent,SUV,Small,66359,2011,2011-02-21
321,EN,Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,61670,2011,2011-02-22
322,DQ,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,10761,2011,2011-01-09
323,BQ,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,51587,2011,2011-02-07
324,JE,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,21522,2011,2011-02-26
325,WS,California,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,47147,2011,2011-01-30
326,ZA,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Small,64638,2011,2011-02-28
327,EW,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,38459,2011,2011-02-20
328,QW,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,87316,2011,2011-01-20
329,IC,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,43478,2011,2011-01-22
330,TE,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,34064,2011,2011-01-06
